DISTRICT,NEXT DISTRICT,mean_relative_deviation,n_samples,y_true_mean
Kowloon City South,Kwun Tong West,0.21116160646532814,68,8.04264705882353
Kowloon City South,Wong Tai Sin West,0.2102735718486198,154,7.9363636363636365
Kwai Chung West,Tseung Kwan O South,0.20903058939967054,6,13.4
Kowloon City North,Tai Po North,0.20882561566956065,19,14.421052631578947
Tsuen Wan Northwest,Sha Tin North,0.20751655020085125,16,20.0
Tai Pak,Tai Pak,0.2072964328600663,317,7.676656151419558
Wan Chai,Kwai Chung West,0.20718449991354845,24,26.866666666666664
Tuen Mun East,Tsuen Wan Southeast,0.20569321323892464,43,9.337209302325581
Sham Shui Po East,Kwun Tong North,0.20561824678011054,47,9.727659574468085
Central,Kwun Tong North,0.20442288342966144,33,15.24848484848485
Wong Tai Sin East,Kwun Tong West,0.2037634202406964,107,8.366355140186917
Kwai Chung West,Tsuen Wan Southeast,0.20312289077412454,129,7.334108527131783
Islands,Sha Tin West,0.2026479586390136,60,21.37333333333333
Wu Tip Shan,Yuen Long Rural East,0.20226439076256428,54,16.883333333333333
Kwai Chung West,Sham Shui Po West,0.20189552077137254,65,8.883076923076922
Kowloon City North,Kwun Tong West,0.20150838469667315,250,7.8612
Tuen Mun North,Yuen Long Town Centre,0.20111119826058296,12,7.05
Tsuen Wan Northwest,Kwun Tong North,0.2010039306131334,21,22.01904761904762
Sha Tin North,Tai Po North,0.20031651767805558,63,9.155555555555555
Tuen Mun West,Sha Tin South,0.20021605107913995,276,22.093840579710147
Kwun Tong West,Tseung Kwan O South,0.20005877142036627,29,10.53793103448276
Sham Shui Po East,Islands,0.20003307716222724,124,19.21935483870968
Tai Po South,Wu Tip Shan,0.19970776665252027,171,9.928654970760233
Central,Kowloon City North,0.1995535457415082,69,15.205797101449276
Tuen Mun West,Wong Tai Sin West,0.19939120735766855,780,21.765897435897436
Kowloon City North,Kowloon City South,0.19918222392167537,197,8.094416243654823
Sai Kung and Hang Hau,Wong Tai Sin East,0.19874649080195422,155,11.338709677419354
Tai Pak,Central,0.1987276371427656,263,9.03574144486692
Kwai Chung East,Tsing Yi,0.19866298322632087,81,7.317283950617284
Sha Tin East,Yau Tsim Mong South,0.19840425969548844,112,11.89642857142857
Kowloon City North,Sai Kung and Hang Hau,0.1980864765650134,103,11.219417475728157
Southern District Southeast,Western,0.19799044906919017,238,12.580672268907565
Sha Tin West,Yau Tsim Mong North,0.19798487372152485,33,10.724242424242423
Tuen Mun West,Tin Shui Wai South and Ping Ha,0.19770854116067196,14,25.25714285714286
Wong Tai Sin West,Tseung Kwan O South,0.1976397585646811,40,9.860000000000001
Southern District Northwest,Wan Chai,0.1970474209270262,266,11.150751879699248
Tuen Mun West,Kwun Tong North,0.1968364288528984,1121,23.869937555753793
Kowloon City North,Kwun Tong Central,0.1965321575634666,127,9.30787401574803
Kowloon City North,Southern District Northwest,0.19594289585786331,28,17.892857142857142
Sham Shui Po East,Tseung Kwan O North,0.1957466383443818,43,12.923255813953489
Yau Tsim Mong North,Tseung Kwan O South,0.19570634106664514,28,11.110714285714286
Yau Tsim Mong North,Islands,0.1955069065284684,72,22.525
Kwun Tong West,Kwun Tong Southeast,0.19537167521982082,109,8.487155963302753
Tai Pak,Kwun Tong Central,0.1949149173165115,20,15.015
Tuen Mun West,Tsing Yi,0.19489297086160814,267,18.276404494382025
Wan Chai,Wan Chai,0.19477433575102585,998,8.020841683366733
Kwun Tong Central,Kwun Tong North,0.19431410170240174,93,6.602150537634409
Central,Yau Tsim Mong South,0.19377504055738076,122,19.47622950819672
Tuen Mun East,Kowloon City North,0.1935014852465363,9,10.577777777777778
Yau Tsim Mong South,Kwun Tong West,0.19325246979439595,189,10.267195767195767
Wong Tai Sin West,Kwun Tong North,0.1932277690747927,65,9.052307692307693
Wong Tai Sin West,Kwun Tong Central,0.1927592095712758,110,8.44
Wong Tai Sin West,Kwun Tong Southeast,0.19214578954088926,32,8.76875
Tuen Mun East,Tin Shui Wai South and Ping Ha,0.19212377867230304,116,8.207758620689656
Sha Tin East,Tseung Kwan O North,0.19176525300861602,15,11.266666666666667
Tai Po South,Sha Tin East,0.19146669455808774,35,12.92
Kowloon City South,Kowloon City North,0.1912965470598299,203,8.266995073891627
Sai Kung and Hang Hau,Sha Tin East,0.191275302896242,37,16.089189189189188
Sha Tin West,Southern District Northwest,0.19104187132126846,7,25.25714285714286
Kwun Tong Southeast,Tai Po South,0.19055791537271002,10,14.190000000000001
Sha Tin South,Sha Tin West,0.19055634888923348,167,8.20059880239521
Sham Shui Po East,Sham Shui Po East,0.1905138056673427,82,7.589024390243902
Yau Tsim Mong North,Kowloon City South,0.19047201374860137,67,7.049253731343284
Kwun Tong North,Sai Kung and Hang Hau,0.19038414761334416,239,9.47949790794979
Wong Tai Sin West,Wong Tai Sin West,0.19005123314602387,100,6.952999999999999
Kowloon City South,Southern District Northwest,0.18961603008492817,13,18.907692307692308
Wong Tai Sin East,Kwun Tong Central,0.1895746529084508,303,8.008250825082508
Kwun Tong Central,Sai Kung and Hang Hau,0.1893313389734762,149,9.469127516778524
Tuen Mun West,Sha Tin East,0.18929342382570974,339,22.732743362831858
Yau Tsim Mong South,Tai Po North,0.18755974698750644,52,16.75
Sha Tin South,Islands,0.18742199150169536,41,19.178048780487803
Hong Wan,Hong Wan,0.18730509563516104,352,7.617045454545454
Tai Po South,Kwun Tong Southeast,0.1868657226799888,8,14.475
Tseung Kwan O South,Kowloon City South,0.18622075780326822,26,11.942307692307692
Kwun Tong West,Kwun Tong North,0.18618392400030728,159,7.623270440251572
Kowloon City North,Kwun Tong North,0.1861108318986033,153,9.116993464052289
Kwai Chung West,Sham Shui Po East,0.18599529458161784,80,9.348749999999999
Tuen Mun West,Kowloon City South,0.18570450898468951,960,16.977812500000002
Wan Chai,Kowloon City North,0.18563516785507836,100,15.818
Kowloon City North,Tseung Kwan O South,0.18539030681675991,44,11.668181818181818
Tsuen Wan Southeast,Tseung Kwan O North,0.18528485980228643,17,14.194117647058825
Kowloon City South,Tseung Kwan O South,0.1847785913973511,30,11.646666666666668
Wan Chai,Kwun Tong Southeast,0.18471680783785252,105,16.017142857142858
Western,Central,0.1841420708698119,445,7.448539325842696
Tsuen Wan Northwest,Wong Tai Sin West,0.18386739502643026,9,21.022222222222222
Western,Western,0.1837163510875197,294,8.137074829931974
Tsuen Wan Northwest,Wan Chai,0.18342322801240332,45,28.917777777777776
Tsuen Wan Northwest,Sha Tin West,0.1824030994924447,48,16.439583333333335
Yau Tsim Mong North,Wong Tai Sin East,0.18238964698833865,29,7.517241379310345
Tsuen Wan Northwest,Tai Po North,0.18209942248925165,14,24.385714285714283
Hong Wan,Central,0.18175666949576733,152,9.89407894736842
Kowloon City South,Southern District Southeast,0.18050137528558577,16,17.3625
Tin Shui Wai South and Ping Ha,Tuen Mun West,0.18047741692376654,25,22.296
Sai Kung and Hang Hau,Tai Po South,0.18002219162626246,14,13.578571428571431
Sham Shui Po East,Tseung Kwan O South,0.17924542251577294,40,8.5825
Sham Shui Po East,Wong Tai Sin East,0.17898380703798022,137,8.28029197080292
Tuen Mun North,Tsuen Wan Northwest,0.17840701573655662,56,8.741071428571429
Kwun Tong Central,Kwun Tong Central,0.17833375370899332,146,7.034246575342466
Kwun Tong North,Central,0.1781020093169555,28,15.025
Kwun Tong Southeast,Sha Tin North,0.17808982603863924,18,15.166666666666666
Wong Tai Sin East,Sha Tin West,0.17789856762226566,19,9.43157894736842
Wong Tai Sin West,Kwun Tong West,0.17748057915579485,84,7.641666666666667
Sham Shui Po East,Tsing Yi,0.17737386857806495,41,10.600000000000001
Sham Shui Po West,Tsing Yi,0.17736123723945255,60,10.07
Kwai Chung East,Tseung Kwan O North,0.17664340284814967,15,14.546666666666665
Yau Tsim Mong South,Kwun Tong Central,0.1764252753904751,89,9.832584269662922
Wan Chai,Tsuen Wan Northwest,0.17618015631745232,49,28.13877551020408
Tai Pak,Hong Wan,0.17603644992699427,500,6.605600000000001
Kowloon City North,Tai Po South,0.17603484656526514,26,14.680769230769231
Wong Tai Sin West,Sha Tin West,0.17522617805026444,7,9.142857142857142
Tai Po North,Yau Tsim Mong South,0.1747072367691421,45,14.128888888888888
Tuen Mun North,Yuen Long Rural East,0.17426137057089486,30,7.256666666666666
Tuen Mun West,Tsuen Wan Northwest,0.1742039266813171,24,8.991666666666667
Tseung Kwan O North,Kowloon City South,0.17405112937307826,42,7.759523809523809
Tin Shui Wai South and Ping Ha,Kwai Chung West,0.17343206658104335,11,9.918181818181818
Tuen Mun North,Islands,0.1733914581703101,79,16.520253164556962
Yau Tsim Mong South,Tuen Mun North,0.17279787487429804,55,21.081818181818182
Central,Central,0.17208700295944435,802,9.11645885286783
Wong Tai Sin West,Tseung Kwan O North,0.1720458166892795,26,11.915384615384616
Tsuen Wan Southeast,Tuen Mun East,0.17134213154623804,33,10.633333333333333
Sha Tin East,Kwun Tong West,0.17116746489433,36,9.666666666666666
Wong Tai Sin East,Sham Shui Po West,0.17100990204921454,31,7.480645161290322
Hong Wan,Kwun Tong Southeast,0.1703974932490534,36,13.033333333333333
Hong Wan,Southern District Southeast,0.17039003477685843,288,5.838541666666667
Wong Tai Sin East,Tsuen Wan Northwest,0.17034663664522653,16,19.23125
Tai Po North,Tsing Yi,0.17003135879928494,1988,23.045774647887324
Wan Chai,Kwun Tong North,0.1698936236937569,50,14.606
Wong Tai Sin West,Yau Tsim Mong North,0.16983934949289384,25,9.604
Yau Tsim Mong South,Islands,0.16974558613868887,92,21.925
Tin Shui Wai South and Ping Ha,Kowloon City South,0.1696779098715331,8,7.0625
Yau Tsim Mong South,Kwai Chung West,0.1692410104420829,59,12.266101694915255
Kowloon City North,Wong Tai Sin West,0.16915675092841057,236,7.609322033898305
Sham Shui Po East,Kowloon City North,0.16858437559652847,107,7.257009345794392
Tai Po North,Kwai Chung East,0.167692276086397,54,16.146296296296295
Southern District Southeast,Tai Pak,0.16734387320989227,225,9.233333333333333
Kwun Tong North,Tseung Kwan O South,0.16729034056952438,63,9.192063492063493
Tsuen Wan Northwest,Tseung Kwan O South,0.16709283938001376,15,21.540000000000003
Sha Tin South,Sha Tin North,0.16703247076927952,62,11.208064516129031
Tseung Kwan O South,Kowloon City North,0.16695473380196638,58,10.85344827586207
Sham Shui Po East,Kwun Tong West,0.16641999482027173,76,8.413157894736841
Wan Chai,Sha Tin South,0.1663962229633502,61,24.24590163934426
Yuen Long Rural East,Sham Shui Po West,0.16623770403825552,17,13.341176470588234
Kwun Tong Central,Kowloon City North,0.16582219551632613,149,8.280536912751678
Yau Tsim Mong North,Tuen Mun North,0.165719498322614,32,18.759375
Kowloon City South,Tai Po North,0.1655755198982356,18,13.394444444444444
Sha Tin West,Islands,0.16553029992289187,41,20.092682926829266
Kwun Tong North,Wan Chai,0.1647203630031267,37,14.640540540540542
Yau Tsim Mong North,Tai Po South,0.16377547190800826,31,14.2
Yuen Long Town Centre,Tuen Mun West,0.16322747573585325,13,21.10769230769231
Kwai Chung East,Kwai Chung West,0.16298580484756517,192,7.416666666666667
Islands,Yuen Long Town Centre,0.1627175687951176,49,18.722448979591835
Kwun Tong West,Sai Kung and Hang Hau,0.1627115044764624,71,9.992957746478874
Yuen Long Rural East,Wu Tip Shan,0.16256171724278592,29,16.489655172413794
Yau Tsim Mong South,Tai Pak,0.16235659641440647,98,13.986734693877551
Kowloon City South,Sai Kung and Hang Hau,0.16228058810280313,34,11.841176470588236
Central,Kwun Tong Southeast,0.16184106824536035,76,15.689473684210528
Yau Tsim Mong South,Tuen Mun East,0.16166711217370813,76,19.43421052631579
Yuen Long Rural East,Tsing Yi,0.16130767993159267,8,12.137500000000001
Southern District Southeast,Sha Tin South,0.16125718935065347,26,25.1
Sha Tin East,Islands,0.16006986751305377,25,24.344
Islands,Tuen Mun West,0.16006776042704626,64,16.659375
Kowloon City South,Tai Po South,0.15998016211967567,13,18.907692307692308
Wu Tip Shan,Yau Tsim Mong North,0.15976832605342814,45,13.235555555555557
Sha Tin West,Tseung Kwan O North,0.1591380244011035,6,11.450000000000001
Sha Tin West,Kwai Chung East,0.1589924033799046,67,12.032835820895523
Yau Tsim Mong North,Kwun Tong North,0.1582954827852714,56,9.366071428571429
Kwun Tong West,Sha Tin West,0.1581868501372395,33,11.60909090909091
Wan Chai,Western,0.15804637076789063,147,6.5
Tsuen Wan Northwest,Tseung Kwan O North,0.15800212132863714,18,19.566666666666666
Yau Tsim Mong North,Tai Po North,0.1579355394205987,27,15.47777777777778
Sha Tin East,Kwun Tong Central,0.15793305065017452,80,10.155
Tseung Kwan O North,Sha Tin East,0.15732418359854486,12,10.566666666666666
Kwun Tong West,Kowloon City South,0.15717994453536294,88,7.867045454545454
Wan Chai,Kwun Tong Central,0.15713112240163515,57,14.461403508771928
Yau Tsim Mong South,Tsuen Wan Northwest,0.1570471253212728,55,17.694545454545455
Kwun Tong Southeast,Sha Tin East,0.15654141393606386,18,14.350000000000001
Yuen Long Rural East,Tsuen Wan Southeast,0.15652705657243646,12,10.483333333333333
Yau Tsim Mong North,Sha Tin North,0.15593699092597235,25,14.8
Tuen Mun West,Sai Kung and Hang Hau,0.15554184374565172,507,25.32445759368836
Kwun Tong Central,Sha Tin West,0.15550121213035573,36,10.666666666666666
Central,Kwai Chung West,0.15544224646353938,42,22.552380952380954
Tuen Mun North,Kwun Tong North,0.15494172290738234,1453,24.334273916035787
Hong Wan,Southern District Northwest,0.15400783235470017,30,11.2
Kwun Tong West,Kwun Tong West,0.15387042130816367,166,7.769879518072289
Kwun Tong Central,Sham Shui Po West,0.15365573742654157,20,8.725
Sham Shui Po East,Sha Tin West,0.15355875992703882,61,9.891803278688524
Kowloon City North,Kowloon City North,0.1534016629732777,433,7.397228637413395
Sha Tin West,Sham Shui Po West,0.1533391601167006,57,10.649122807017545
Tuen Mun West,Sham Shui Po West,0.15286223789410303,16,6.64375
Central,Western,0.15275791806029437,149,7.1986577181208045
Tsuen Wan Northwest,Yau Tsim Mong South,0.15146296184744873,90,16.038888888888888
Sham Shui Po West,Kwai Chung East,0.15145249184612822,64,7.35625
Tai Pak,Kwun Tong North,0.15120209889712957,47,13.365957446808512
Sham Shui Po West,Kwun Tong North,0.15036638917321055,25,9.496
Wong Tai Sin West,Sham Shui Po East,0.15019814664464276,55,8.396363636363636
Tai Po North,Wu Tip Shan,0.14958709245378765,67,11.029850746268657
Wan Chai,Tuen Mun East,0.1494880395526641,190,27.437894736842104
Sham Shui Po East,Kowloon City South,0.14946531380649572,52,6.507692307692308
Sham Shui Po East,Sai Kung and Hang Hau,0.14936853850367568,68,10.819117647058825
Tai Po North,Kwun Tong Central,0.14931867662608464,61,14.704918032786885
Yau Tsim Mong North,Sai Kung and Hang Hau,0.14912024080501665,57,10.882456140350877
Tai Po North,Wong Tai Sin East,0.1486183857999058,18,16.105555555555554
Tsuen Wan Southeast,Kwai Chung West,0.14799047391629896,121,7.481818181818182
Kwai Chung West,Central,0.1479564162171477,28,22.12142857142857
Yuen Long Rural East,Yau Tsim Mong South,0.14794253774660723,34,20.591176470588238
Tai Pak,Yau Tsim Mong South,0.1476176602803314,54,15.653703703703703
Yau Tsim Mong North,Tsuen Wan Northwest,0.14690630446230757,34,14.726470588235294
Sha Tin North,Sha Tin South,0.14678935482616376,64,13.9921875
Yau Tsim Mong South,Wan Chai,0.1465911760883876,128,13.34453125
Sai Kung and Hang Hau,Wong Tai Sin West,0.14653689142195458,41,13.209756097560977
Tsuen Wan Northwest,Central,0.1460191896516557,60,24.745
Tseung Kwan O South,Sham Shui Po West,0.14578911079573287,18,9.022222222222222
Tsuen Wan Northwest,Sham Shui Po East,0.14559548408925935,69,13.894202898550724
Central,Tuen Mun East,0.14521039571143118,234,27.085897435897436
Tuen Mun East,Central,0.14495813495121745,167,27.25449101796407
Kowloon City South,Kwun Tong North,0.14488524669019656,66,9.562121212121212
Tai Po South,Sha Tin North,0.1447407832868837,24,8.7125
Sha Tin West,Central,0.14444004934463717,19,16.778947368421054
Kwun Tong Central,Kwun Tong Southeast,0.14430792110616478,157,7.241401273885351
Tuen Mun East,Wan Chai,0.1441579410036932,209,26.79952153110048
Southern District Northwest,Kowloon City South,0.14398650190700987,21,20.952380952380953
Tuen Mun North,Southern District Northwest,0.14365493471665683,56,23.010714285714283
Sham Shui Po West,Wong Tai Sin West,0.14330044910481227,64,7.50625
Tai Pak,Kwun Tong West,0.1430209912208767,22,13.104545454545455
Yuen Long Rural East,Islands,0.14301226418210186,64,18.228125000000002
Kwai Chung West,Sai Kung and Hang Hau,0.1429260306773929,10,14.77
Kwun Tong North,Tai Pak,0.14257434702819624,46,13.85
Islands,Tuen Mun North,0.14186162263105195,53,17.039622641509435
Tuen Mun West,Kwun Tong West,0.1418470370010254,29,19.155172413793103
Tsuen Wan Northwest,Sha Tin East,0.1413437128094418,18,23.177777777777777
Sham Shui Po East,Wong Tai Sin West,0.1408803340697612,88,7.770454545454545
Sha Tin East,Wong Tai Sin East,0.140575972203387,48,8.122916666666667
Central,Tuen Mun West,0.14034737871910177,49,25.875510204081635
Tin Shui Wai South and Ping Ha,Tsuen Wan Northwest,0.1401015678438805,107,10.577570093457943
Wan Chai,Kwun Tong West,0.14005802226712058,47,14.040425531914893
Kwun Tong North,Kowloon City North,0.13919243003943635,112,8.596428571428572
Kwun Tong North,Yau Tsim Mong North,0.1390688151989342,67,8.697014925373136
Yuen Long Rural East,Yuen Long Town Centre,0.13825514902562575,524,8.729580152671756
Wong Tai Sin East,Sha Tin East,0.1381776595805704,37,8.74054054054054
Tuen Mun East,Yuen Long Town Centre,0.1379966968957611,32,7.978125
Sha Tin South,Tsuen Wan Southeast,0.13791958739848859,15,13.486666666666668
Sha Tin South,Sham Shui Po East,0.1378096590518584,75,6.965333333333333
Tin Shui Wai South and Ping Ha,Southern District Northwest,0.137519066874697,294,26.761904761904763
Tai Po South,Yau Tsim Mong South,0.13723419245785523,52,16.159615384615385
Tuen Mun West,Islands,0.136929115777152,120,15.3525
Tuen Mun East,Wong Tai Sin East,0.1365289584464095,55,18.26909090909091
Sham Shui Po East,Kwun Tong Southeast,0.13642855072733698,66,8.493939393939394
Hong Wan,Yau Tsim Mong South,0.13641718472171238,77,13.807792207792208
Central,Kwun Tong Central,0.13638059666068122,37,15.764864864864867
Yau Tsim Mong North,Tai Pak,0.13612472286364058,31,14.796774193548387
Tai Po North,Kwai Chung West,0.13596695561618394,13,15.299999999999999
Sha Tin West,Tsuen Wan Southeast,0.13593158239514716,28,13.060714285714285
Kowloon City North,Yau Tsim Mong North,0.1359189397460769,163,7.860122699386503
Southern District Northwest,Sha Tin West,0.13560838091395694,10,22.880000000000003
Southern District Northwest,Kwun Tong Southeast,0.13550382677317593,2906,24.806090846524434
Tai Pak,Chai Wan,0.13530513799331628,630,6.777936507936508
Yuen Long Rural East,Central,0.13522639544927342,36,25.200000000000003
Yau Tsim Mong South,Wu Tip Shan,0.13521622612097942,67,19.134328358208954
Tsing Yi,Yau Tsim Mong North,0.13516137938173764,48,9.539583333333333
Tsuen Wan Northwest,Wu Tip Shan,0.13457903359113524,6,29.899999999999995
Kowloon City North,Wu Tip Shan,0.13389287709540038,27,22.696296296296296
Yuen Long Rural East,Yuen Long Rural East,0.1338142496300777,1477,8.392755585646581
Yuen Long Town Centre,Islands,0.13343407813134409,55,18.341818181818184
Kowloon City North,Sham Shui Po West,0.13286760239786272,59,7.661016949152542
Central,Tsuen Wan Northwest,0.13227929164266444,59,26.15084745762712
Kwun Tong West,Sham Shui Po West,0.13213810793575193,46,8.404347826086957
Kwun Tong Southeast,Tseung Kwan O North,0.13191394583977611,9,9.7
Wan Chai,Hong Wan,0.1318326997957739,229,7.539737991266375
Tsuen Wan Northwest,Kwun Tong Southeast,0.13161306628122188,11,19.481818181818184
Kwun Tong Central,Tai Po South,0.13107624347418403,33,14.175757575757574
Tsuen Wan Northwest,Wong Tai Sin East,0.13068287227946662,36,18.36388888888889
Kwun Tong Southeast,Tseung Kwan O South,0.13058902753715063,6,10.333333333333334
Wong Tai Sin East,Kwai Chung West,0.1301943260265136,27,11.025925925925925
Tai Po North,Kowloon City South,0.12998427421467532,16,12.80625
Kwai Chung East,Sai Kung and Hang Hau,0.12991802005762276,41,14.570731707317073
Sham Shui Po East,Tsuen Wan Northwest,0.1298035860334417,44,14.55909090909091
Kowloon City North,Sham Shui Po East,0.12973320885265205,78,7.101282051282051
Southern District Northwest,Central,0.1293044959144451,718,8.759610027855153
Yuen Long Rural East,Tsuen Wan Northwest,0.12921564692883553,58,10.941379310344828
Tseung Kwan O South,Tsuen Wan Southeast,0.12909985789840167,8,12.8875
Tai Po South,Kowloon City North,0.12891665828334034,29,14.182758620689656
