Origin Station,Origin Station Number,Origin Latitude,Origin Longitude,Origin Constituency,Origin District,Destination Station,Destination Station Number,Destination Latitude,Destination Longitude,Destination Constituency,Destination District,Total Travel Time (mins),Total Distance (km),Fare (HKD),No. of Stations,Full Route
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Tin Shui Wai,118,22.447663,114.004011,Tin Shui Wai South and Ping Ha,Yuen Long,29,26.443004455898883,18.9,8,Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Siu Hong,119,22.411857,113.978954,Tuen Mun North,Tuen Mun,34,31.44003476591378,18.9,9,Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Tuen Mun,120,22.394235,113.97338,Tuen Mun East,Tuen Mun,36,33.377788855283214,18.9,10,Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong -> Tuen Mun
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Tung Chung,43,22.289523,113.941559,Islands,Islands,20,21.57949083664934,15.9,4,Lai King -> Tsing Yi -> Sunny Bay -> Tung Chung
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,8,5.1112171958220145,7.4,3,Lai King -> Nam Cheong -> Olympic
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Po Lam,52,22.322602,114.257973,Tseung Kwan O North,Sai Kung,47,22.164969057033126,13.2,21,Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau -> Po Lam
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Hang Hau,51,22.315808,114.264497,Tseung Kwan O North,Sai Kung,45,21.09656025100366,11.0,20,Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Tseung Kwan O,50,22.307709,114.26013,Tseung Kwan O South,Sai Kung,42,19.89059851527114,11.0,19,Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,LOHAS Park,57,22.295251,114.270387,Sai Kung and Hang Hau,Sai Kung,48,19.89059851527114,13.2,20,Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> LOHAS Park
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Tsuen Wan,25,22.373621,114.117286,Tsuen Wan Northwest,Tsuen Wan,9,3.9971658809371915,5.9,5,Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau -> Tsuen Wan
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Tai Wo Hau,24,22.370972,114.125488,Tsuen Wan Southeast,Tsuen Wan,7,3.165187463298147,5.9,4,Lai King -> Kwai Fong -> Kwai Hing -> Tai Wo Hau
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Kwai Hing,23,22.363243,114.131078,Kwai Chung West,Kwai Tsing,5,1.8781127759378258,4.9,3,Lai King -> Kwai Fong -> Kwai Hing
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Kwai Fong,22,22.356754,114.127468,Kwai Chung East,Kwai Tsing,3,1.095960790911268,4.9,2,Lai King -> Kwai Fong
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Lai Chi Kok,19,22.337225,114.148362,Sham Shui Po West,Sham Shui Po,6,2.740105383569962,4.9,3,Lai King -> Mei Foo -> Lai Chi Kok
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Cheung Sha Wan,18,22.335707,114.15709,Sham Shui Po West,Sham Shui Po,8,3.7315561927516008,5.9,4,Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Sham Shui Po,17,22.330735,114.162315,Sham Shui Po East,Sham Shui Po,10,4.574820188084359,5.9,5,Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Jordan,4,22.304651,114.171633,Yau Tsim Mong South,Yau Tsim Mong,17,7.685126289975067,9.2,9,Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Tsim Sha Tsui,3,22.297048,114.173688,Yau Tsim Mong South,Yau Tsim Mong,19,8.669150328185514,11.0,10,Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Ocean Park,86,22.248669,114.174556,Southern District Southeast,Southern,32,13.68456865473398,15.8,8,Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Ocean Park
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Wong Chuk Hang,87,22.248018,114.167896,Southern District Southeast,Southern,34,14.365100647267056,15.8,9,Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Ocean Park -> Wong Chuk Hang
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,Lei Tung,88,22.241898,114.156172,Southern District Southeast,Southern,36,15.807155652432545,15.8,10,Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung
Lai King,21,22.34819,114.126191,Kwai Chung West,Kwai Tsing,South Horizons,89,22.24275,114.148912,Southern District Southeast,Southern,38,16.698186081021728,15.8,11,Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Ocean Park -> Wong Chuk Hang -> Lei Tung -> South Horizons
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,AsiaWorld-Expo,56,22.321713,113.942717,Islands,Islands,33,33.8177498982283,100.0,5,Olympic -> Kowloon -> Tsing Yi -> Airport -> AsiaWorld-Expo
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Airport,47,22.316453,113.936495,Islands,Islands,30,32.68114678853577,100.0,4,Olympic -> Kowloon -> Tsing Yi -> Airport
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Tsing Yi,46,22.358743,114.107738,Tsing Yi,Kwai Tsing,11,7.377229008999809,9.2,4,Olympic -> Nam Cheong -> Lai King -> Tsing Yi
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Kowloon,45,22.304403,114.161569,Yau Tsim Mong South,Yau Tsim Mong,4,1.4905526543067156,4.9,2,Olympic -> Kowloon
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Hong Kong,44,22.284753,114.158142,Central,Central and Western,7,4.072344180177559,13.2,3,Olympic -> Kowloon -> Hong Kong
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Sunny Bay,54,22.331886,114.028907,Tsuen Wan Northwest,Tsuen Wan,19,16.199251382034014,15.9,5,Olympic -> Nam Cheong -> Lai King -> Tsing Yi -> Sunny Bay
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Disneyland Resort,55,22.315103,114.044636,Tsuen Wan Northwest,Tsuen Wan,25,19.27109234505676,22.2,6,Olympic -> Nam Cheong -> Lai King -> Tsing Yi -> Sunny Bay -> Disneyland Resort
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Lo Wu,76,22.528285,114.113992,Robin’s Nest,North,57,36.52440800388118,45.4,16,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lo Wu
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Sheung Shui,75,22.501357,114.12805,Robin’s Nest,North,53,36.52440800388118,13.6,15,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Fanling,74,22.49195,114.13883,Wu Tip Shan,North,51,35.039787504183096,13.6,14,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Tai Wo,73,22.451089,114.161591,Tai Po South,Tai Po,46,28.87865584927665,12.8,13,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Tai Po Market,72,22.444009,114.170195,Tai Po South,Tai Po,44,27.613188682738915,12.8,12,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,University,71,22.413821,114.209425,Sha Tin West,Sha Tin,39,21.274463064829877,10.8,11,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Fo Tan,69,22.395133,114.198069,Sha Tin West,Sha Tin,35,18.698447733347297,10.1,10,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Sha Tin,68,22.382212,114.187909,Sha Tin West,Sha Tin,33,16.906396599320416,9.6,9,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Tai Wai,67,22.372862,114.177802,Sha Tin South,Sha Tin,31,15.472672241481966,9.6,8,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Kowloon Tong,8,22.336818,114.175469,Sham Shui Po East,Sham Shui Po,26,11.052954700082273,5.9,7,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Mong Kok East,65,22.322195,114.171885,Yau Tsim Mong North,Yau Tsim Mong,24,9.254036041518505,7.1,6,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Hung Hom,64,22.302517,114.181091,Yau Tsim Mong South,Yau Tsim Mong,18,6.8427259644790475,7.1,5,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Exhibition Centre,94,22.281667,114.175278,Wan Chai,Wan Chai,24,5.849806049964671,13.2,6,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Exhibition Centre
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Admiralty,2,22.278752,114.164826,Central,Central and Western,17,4.691763107282468,13.2,5,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Lok Ma Chau,78,22.515966,114.069736,Yuen Long Rural East,Yuen Long,63,43.89877956302587,45.4,16,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lok Ma Chau
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Chai Wan,37,22.264415,114.237278,Chai Wan,Eastern,39,15.318930693697808,15.8,16,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen -> Chai Wan
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Heng Fa Chuen,36,22.276995,114.24011,Chai Wan,Eastern,36,13.834771696023205,15.8,15,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Shau Kei Wan,35,22.279516,114.229107,Hong Wan,Eastern,34,12.530256910529507,15.8,14,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Sai Wan Ho,34,22.282112,114.222075,Hong Wan,Eastern,32,11.807454400246167,15.8,13,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Tai Koo,33,22.285448,114.215949,Hong Wan,Eastern,31,11.053929385077282,15.8,12,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Quarry Bay,32,22.289583,114.208235,Tai Pak,Eastern,29,10.116655255074708,15.8,11,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,North Point,31,22.291469,114.200488,Tai Pak,Eastern,27,9.17625933554914,13.2,10,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Fortress Hill,30,22.288411,114.193708,Tai Pak,Eastern,25,8.254572796215703,13.2,9,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Tin Hau,29,22.282663,114.191777,Wan Chai,Wan Chai,23,7.632849177345857,13.2,8,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Causeway Bay,28,22.2797,114.183429,Wan Chai,Wan Chai,21,6.751545766821423,13.2,7,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Wan Chai,27,22.277441,114.172207,Wan Chai,Wan Chai,19,5.569346565019468,13.2,6,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Central,1,22.283041,114.158753,Central,Central and Western,14,4.072344180177559,13.2,4,Olympic -> Kowloon -> Hong Kong -> Central
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Sheung Wan,26,22.286863,114.152831,Central,Central and Western,17,4.893378765042969,13.2,5,Olympic -> Kowloon -> Hong Kong -> Central -> Sheung Wan
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Sai Ying Pun,81,22.285652,114.142704,Western,Central and Western,19,5.97076118376772,13.2,6,Olympic -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,HKU,82,22.283665,114.135716,Central,Central and Western,20,6.788823156426701,13.2,7,Olympic -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun -> HKU
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Kennedy Town,83,22.281119,114.128817,Western,Central and Western,22,7.606166659268079,13.2,8,Olympic -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun -> HKU -> Kennedy Town
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Tiu Keng Leng,49,22.304225,114.252389,Tseung Kwan O South,Sai Kung,39,15.602062861906264,11.0,13,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Tiu Keng Leng
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Yau Tong,48,22.29809,114.237063,Kwun Tong Southeast,Kwun Tong,35,13.454262927614037,9.2,12,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Lam Tin,38,22.307158,114.233168,Kwun Tong Central,Kwun Tong,39,14.551250274993414,9.2,13,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Lam Tin
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Kwun Tong,15,22.312319,114.22657,Kwun Tong Central,Kwun Tong,41,15.451495961869192,9.2,14,Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Yau Tong -> Lam Tin -> Kwun Tong
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Ngau Tau Kok,14,22.315669,114.218819,Kwun Tong Central,Kwun Tong,39,19.13265209379292,9.2,16,Olympic -> Nam Cheong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Kowloon Bay,13,22.323267,114.214248,Kwun Tong West,Kwun Tong,37,17.9791191919639,9.2,15,Olympic -> Nam Cheong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Choi Hung,12,22.334898,114.208546,Wong Tai Sin East,Wong Tai Sin,35,16.57727514741614,9.2,14,Olympic -> Nam Cheong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Diamond Hill,11,22.340167,114.200483,Wong Tai Sin East,Wong Tai Sin,28,12.049152538537408,7.7,10,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Ho Man Tin -> To Kwa Wan -> Sung Wong Toi -> Kai Tak -> Diamond Hill
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Wong Tai Sin,10,22.341651,114.192597,Wong Tai Sin East,Wong Tai Sin,31,14.766433476987324,7.4,12,Olympic -> Nam Cheong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Lok Fu,9,22.338009,114.187697,Wong Tai Sin West,Wong Tai Sin,29,13.920943400522727,5.9,11,Olympic -> Nam Cheong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Shek Kip Mei,7,22.331998,114.169571,Sham Shui Po East,Sham Shui Po,25,11.56153750082934,4.9,9,Olympic -> Nam Cheong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Prince Edward,16,22.324433,114.168334,Yau Tsim Mong North,Yau Tsim Mong,21,10.68060637459887,4.9,8,Olympic -> Nam Cheong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Mong Kok,6,22.319336,114.169246,Yau Tsim Mong North,Yau Tsim Mong,23,11.210237719080261,4.9,9,Olympic -> Nam Cheong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Yau Ma Tei,5,22.31282,114.170963,Yau Tsim Mong South,Yau Tsim Mong,25,11.908722748886714,4.9,10,Olympic -> Nam Cheong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Ho Man Tin,84,22.309521,114.182839,Kowloon City South,Kowloon City,20,7.635428517245843,6.2,6,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Ho Man Tin
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Whampoa,85,22.305079,114.189438,Kowloon City South,Kowloon City,27,8.506863891991765,6.2,7,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Ho Man Tin -> Whampoa
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Wu Kai Sha,103,22.429473,114.243664,Sha Tin North,Sha Tin,53,25.55553775621969,12.0,16,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan -> Wu Kai Sha
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Ma On Shan,102,22.424894,114.231924,Sha Tin North,Sha Tin,50,24.197385371579575,12.0,15,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Heng On,101,22.418204,114.225857,Sha Tin North,Sha Tin,48,23.092808694218036,12.0,14,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Tai Shui Hang,100,22.408445,114.222614,Sha Tin East,Sha Tin,46,22.019313450936885,12.0,13,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang
Olympic,41,22.318359,114.159987,Yau Tsim Mong North,Yau Tsim Mong,Shek Mun,99,22.387678,114.208653,Sha Tin East,Sha Tin,43,19.120283588160707,9.8,12,Olympic -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Mong Kok East -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun
