Origin Station,Origin District,Destination Station,Destination District,Route Travel Time (mins),Fare (HKD),Full Route
Tsuen Wan,Tsuen Wan,Disneyland Resort,Tsuen Wan,30,18.7,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Tsing Yi -> Sunny Bay -> Disneyland Resort
Tsuen Wan,Tsuen Wan,Lo Wu,North,61,48.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lo Wu
Tsuen Wan,Tsuen Wan,Sheung Shui,North,57,17.4,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui
Tsuen Wan,Tsuen Wan,Fanling,North,55,17.4,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling
Tsuen Wan,Tsuen Wan,Tai Wo,Tai Po,50,15.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo
Tsuen Wan,Tsuen Wan,Tai Po Market,Tai Po,48,15.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market
Tsuen Wan,Tsuen Wan,University,Sha Tin,42,13.3,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University
Tsuen Wan,Tsuen Wan,Fo Tan,Sha Tin,39,12.6,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan
Tsuen Wan,Tsuen Wan,Sha Tin,Sha Tin,37,12.3,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin
Tsuen Wan,Tsuen Wan,Tai Wai,Sha Tin,34,12.3,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai
Tsuen Wan,Tsuen Wan,Kowloon Tong,Sham Shui Po,25,9.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong
Tsuen Wan,Tsuen Wan,Mong Kok East,Yau Tsim Mong,33,10.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Mong Kok East
Tsuen Wan,Tsuen Wan,Hung Hom,Yau Tsim Mong,28,10.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom
Tsuen Wan,Tsuen Wan,Exhibition Centre,Wan Chai,34,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Exhibition Centre
Tsuen Wan,Tsuen Wan,Admiralty,Central and Western,31,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei -> Jordan -> Tsim Sha Tsui -> Admiralty
Tsuen Wan,Tsuen Wan,Lok Ma Chau,Yuen Long,67,48.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Sha Tin -> Fo Tan -> University -> Tai Po Market -> Tai Wo -> Fanling -> Sheung Shui -> Lok Ma Chau
Tsuen Wan,Tsuen Wan,Chai Wan,Eastern,54,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen -> Chai Wan
Tsuen Wan,Tsuen Wan,Heng Fa Chuen,Eastern,51,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan -> Heng Fa Chuen
Tsuen Wan,Tsuen Wan,Shau Kei Wan,Eastern,49,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho -> Shau Kei Wan
Tsuen Wan,Tsuen Wan,Sai Wan Ho,Eastern,47,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo -> Sai Wan Ho
Tsuen Wan,Tsuen Wan,Tai Koo,Eastern,46,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay -> Tai Koo
Tsuen Wan,Tsuen Wan,Quarry Bay,Eastern,44,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point -> Quarry Bay
Tsuen Wan,Tsuen Wan,North Point,Eastern,42,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill -> North Point
Tsuen Wan,Tsuen Wan,Fortress Hill,Eastern,40,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau -> Fortress Hill
Tsuen Wan,Tsuen Wan,Tin Hau,Wan Chai,38,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay -> Tin Hau
Tsuen Wan,Tsuen Wan,Causeway Bay,Wan Chai,36,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai -> Causeway Bay
Tsuen Wan,Tsuen Wan,Wan Chai,Wan Chai,34,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Admiralty -> Wan Chai
Tsuen Wan,Tsuen Wan,Central,Central and Western,29,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central
Tsuen Wan,Tsuen Wan,Sheung Wan,Central and Western,32,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Sheung Wan
Tsuen Wan,Tsuen Wan,Sai Ying Pun,Central and Western,34,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun
Tsuen Wan,Tsuen Wan,HKU,Central and Western,35,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun -> HKU
Tsuen Wan,Tsuen Wan,Kennedy Town,Central and Western,37,15.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic -> Kowloon -> Hong Kong -> Central -> Sheung Wan -> Sai Ying Pun -> HKU -> Kennedy Town
Tsuen Wan,Tsuen Wan,Tiu Keng Leng,Sai Kung,46,13.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng
Tsuen Wan,Tsuen Wan,Yau Tong,Kwun Tong,44,13.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong
Tsuen Wan,Tsuen Wan,Lam Tin,Kwun Tong,41,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin
Tsuen Wan,Tsuen Wan,Kwun Tong,Kwun Tong,39,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong
Tsuen Wan,Tsuen Wan,Ngau Tau Kok,Kwun Tong,38,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok
Tsuen Wan,Tsuen Wan,Kowloon Bay,Kwun Tong,36,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay
Tsuen Wan,Tsuen Wan,Choi Hung,Wong Tai Sin,33,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung
Tsuen Wan,Tsuen Wan,Diamond Hill,Wong Tai Sin,31,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill
Tsuen Wan,Tsuen Wan,Wong Tai Sin,Wong Tai Sin,29,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin
Tsuen Wan,Tsuen Wan,Lok Fu,Wong Tai Sin,27,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu
Tsuen Wan,Tsuen Wan,Shek Kip Mei,Sham Shui Po,23,9.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei
Tsuen Wan,Tsuen Wan,Prince Edward,Yau Tsim Mong,20,9.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward
Tsuen Wan,Tsuen Wan,Mong Kok,Yau Tsim Mong,21,9.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok
Tsuen Wan,Tsuen Wan,Yau Ma Tei,Yau Tsim Mong,23,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei
Tsuen Wan,Tsuen Wan,Ho Man Tin,Kowloon City,27,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin
Tsuen Wan,Tsuen Wan,Whampoa,Kowloon City,30,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Mong Kok -> Yau Ma Tei -> Ho Man Tin -> Whampoa
Tsuen Wan,Tsuen Wan,Wu Kai Sha,Sha Tin,56,15.9,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan -> Wu Kai Sha
Tsuen Wan,Tsuen Wan,Ma On Shan,Sha Tin,54,15.9,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On -> Ma On Shan
Tsuen Wan,Tsuen Wan,Heng On,Sha Tin,52,15.9,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang -> Heng On
Tsuen Wan,Tsuen Wan,Tai Shui Hang,Sha Tin,50,15.9,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun -> Tai Shui Hang
Tsuen Wan,Tsuen Wan,Shek Mun,Sha Tin,47,12.3,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One -> Shek Mun
Tsuen Wan,Tsuen Wan,City One,Sha Tin,45,12.3,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai -> City One
Tsuen Wan,Tsuen Wan,Sha Tin Wai,Sha Tin,43,12.3,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple -> Sha Tin Wai
Tsuen Wan,Tsuen Wan,Che Kung Temple,Sha Tin,41,12.3,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Tai Wai -> Che Kung Temple
Tsuen Wan,Tsuen Wan,Hin Keng,Sha Tin,40,12.3,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Hin Keng
Tsuen Wan,Tsuen Wan,Kai Tak,Kowloon City,36,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Ho Man Tin -> To Kwa Wan -> Sung Wong Toi -> Kai Tak
Tsuen Wan,Tsuen Wan,Sung Wong Toi,Kowloon City,34,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Ho Man Tin -> To Kwa Wan -> Sung Wong Toi
Tsuen Wan,Tsuen Wan,To Kwa Wan,Kowloon City,32,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui -> Hung Hom -> Ho Man Tin -> To Kwa Wan
Tsuen Wan,Tsuen Wan,East Tsim Sha Tsui,Yau Tsim Mong,25,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Austin -> East Tsim Sha Tsui
Tsuen Wan,Tsuen Wan,Austin,Yau Tsim Mong,22,11.0,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Austin
Tsuen Wan,Tsuen Wan,Nam Cheong,Sham Shui Po,15,9.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong
Tsuen Wan,Tsuen Wan,Mei Foo,Sham Shui Po,12,7.4,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo
Tsuen Wan,Tsuen Wan,Tsuen Wan West,Tsuen Wan,24,4.9,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West
Tsuen Wan,Tsuen Wan,Kam Sheung Road,Yuen Long,30,20.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road
Tsuen Wan,Tsuen Wan,Yuen Long,Yuen Long,34,21.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long
Tsuen Wan,Tsuen Wan,Long Ping,Yuen Long,35,21.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping
Tsuen Wan,Tsuen Wan,Tin Shui Wai,Yuen Long,38,21.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai
Tsuen Wan,Tsuen Wan,Siu Hong,Tuen Mun,43,21.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong
Tsuen Wan,Tsuen Wan,Tuen Mun,Tuen Mun,45,21.8,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Mei Foo -> Tsuen Wan West -> Kam Sheung Road -> Yuen Long -> Long Ping -> Tin Shui Wai -> Siu Hong -> Tuen Mun
Tsuen Wan,Tsuen Wan,Tung Chung,Islands,30,15.9,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Tsing Yi -> Sunny Bay -> Tung Chung
Tsuen Wan,Tsuen Wan,Lai King,Kwai Tsing,9,5.9,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King
Tsuen Wan,Tsuen Wan,Olympic,Yau Tsim Mong,17,9.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Nam Cheong -> Olympic
Tsuen Wan,Tsuen Wan,Po Lam,Sai Kung,54,13.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau -> Po Lam
Tsuen Wan,Tsuen Wan,Hang Hau,Sai Kung,53,13.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> Hang Hau
Tsuen Wan,Tsuen Wan,Tseung Kwan O,Sai Kung,50,13.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O
Tsuen Wan,Tsuen Wan,LOHAS Park,Sai Kung,56,13.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po -> Prince Edward -> Shek Kip Mei -> Kowloon Tong -> Lok Fu -> Wong Tai Sin -> Diamond Hill -> Choi Hung -> Kowloon Bay -> Ngau Tau Kok -> Kwun Tong -> Lam Tin -> Yau Tong -> Tiu Keng Leng -> Tseung Kwan O -> LOHAS Park
Tsuen Wan,Tsuen Wan,Tai Wo Hau,Tsuen Wan,3,4.9,Tsuen Wan -> Tai Wo Hau
Tsuen Wan,Tsuen Wan,Kwai Hing,Kwai Tsing,5,4.9,Tsuen Wan -> Tai Wo Hau -> Kwai Hing
Tsuen Wan,Tsuen Wan,Kwai Fong,Kwai Tsing,7,5.9,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong
Tsuen Wan,Tsuen Wan,Lai Chi Kok,Sham Shui Po,14,7.4,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok
Tsuen Wan,Tsuen Wan,Cheung Sha Wan,Sham Shui Po,16,9.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan
Tsuen Wan,Tsuen Wan,Sham Shui Po,Sham Shui Po,17,9.2,Tsuen Wan -> Tai Wo Hau -> Kwai Hing -> Kwai Fong -> Lai King -> Mei Foo -> Lai Chi Kok -> Cheung Sha Wan -> Sham Shui Po
