name,routeId,Fare,NumOfStops,distance,serviceDistricts,isCircular,start,startDistricts,end,endDistricts,detail
4A,CMPattern_CM_GMBBus_4a_1_8559,4.6,9,2.57213288,Sai Kung and Hang Hau,FALSE,"康健路，近泰湖閣 Hong Kin Road, near Lake Court",Sai Kung and Hang Hau,"宜春街，西貢街市對面 Yi Chun Street, Opposite Sai Kung Market",Sai Kung and Hang Hau,西貢 Sai Kung
83A,CMPattern_CM_GMBBus_83a_1_8994,6.4,11,4.91987801,Tsuen Wan Southeast > Kwai Chung East,FALSE,海貴路公共運輸交滙處 Hoi Kwai Road Public Transport Interchange,Tsuen Wan Southeast,"安捷街，近安蔭邨嘉蔭樓 On Chit Street, near Kar Yam House, On Yam Estate",Kwai Chung East,安蔭邨安捷街 On Yam Estate (On Chit Street)
4A,CMPattern_CM_GMBBus_4a_1_8558,4.6,10,2.512012025,Sai Kung and Hang Hau,FALSE,"宜春街，西貢街市對面 Yi Chun Street, Opposite Sai Kung Market",Sai Kung and Hang Hau,"康健路，近泰湖閣 Hong Kin Road, near Lake Court",Sai Kung and Hang Hau,對面海海濱別墅 Tui Min Hoi (Seaside Villas)
52A,CMPattern_CM_GMBBus_52a_8840,3.9,3,1.377617458,Wu Tip Shan,FALSE,"和睦路，海聯廣場第3座外 Wo Muk Road, outside Tower 3, Union Plaza",Wu Tip Shan,"粉嶺車站路，粉嶺站外 Fanling Station Road, outside Fanling Station",Wu Tip Shan,粉嶺站 Fanling Station
39,CMPattern_CM_GMBBus_39_8758,7.2,16,5.22583826,Yuen Long Rural East > Yuen Long Town Centre,FALSE,"公庵路，近培康居 Kung Um Road, near Pui Hong Kui",Yuen Long Rural East,元朗站（北）公共運輸交滙處 Yuen Long Station (North) Public Transport Interchange,Yuen Long Town Centre,元朗站 Yuen Long Station
27,CMPattern_CM_GMBBus_27_7644,3.8,7,2.791941137,Southern District Northwest > Southern District Southeast,FALSE,"西安街，利港中心外 Sai On Street, outside Port Centre",Southern District Northwest,惠風街14號 No. 14 Wai Fung Street,Southern District Southeast,鴨脷洲惠風街 Ap Lei Chau (Wai Fung Street)
23M,CMPattern_CM_GMBBus_23m_7770,3.7,5,2.393428005,Kwun Tong Central,FALSE,裕民坊公共運輸交滙處 Yue Man Square Public Transport Interchange,Kwun Tong Central,"茜發道，近茜發道休憩公園 Sin Fat Road, near Sin Fat Road Rest Garden",Kwun Tong Central,藍田站茜發道 Lam Tin Station (Sin Fat Road)
18M,CMPattern_CM_GMBBus_18m_7602,8.7,6,3.834765528,Chai Wan,FALSE,"歌連臣角道，近歌連臣角懲教所 Cape Collinson Road, near Cape Collinson Correctional Institution",Chai Wan,柴灣站巴士總站 Chai Wan Station Bus Terminus,Chai Wan,柴灣站 Chai Wan Station
33M,CMPattern_CM_GMBBus_33m_1_7686,4.8,10,3.247527459,Wong Tai Sin East,FALSE,"豐盛街，海港花園外 Fung Shing Street, outside Hill Top Gardens",Wong Tai Sin East,黃大仙站小巴總站 Wong Tai Sin Station Minibus Terminus,Wong Tai Sin East,黃大仙站 Wong Tai Sin Station
807K,CMPattern_CM_GMBBus_807k_7578,9.3,15,11.11285878,Sha Tin West > Sha Tin North > Tai Po North,FALSE,大學站 University Station,Sha Tin West,井頭小巴總站 Tseng Tau Minibus Terminus,Tai Po North,井頭 Tseng Tau
54M,CMPattern_CM_GMBBus_54m_7728,6.6,3,2.38924257,Western > Southern District Northwest,FALSE,堅尼地城站 Kennedy Town Station,Western,"瑪麗醫院 J 座 Queen Mary Hopital, Block J",Southern District Northwest,瑪麗醫院 Queen Mary Hospital
4M,CMPattern_CM_GMBBus_4m_5969,4.9,8,2.779142355,Southern District Southeast > Southern District Northwest,FALSE,黃竹坑站 Wong Chuk Hang Station,Southern District Southeast,"南寧街，海湖閣外 Nam Ning Street, outside Hoi Wun Court",Southern District Northwest,香港仔南寧街 Aberdeen (Nam Ning Street)
101M,CMPattern_GMBBus101M_3551,10.9,18,11.31894692,Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,惠民路公共小巴總站 Wai Man Road PLB Terminus,Sai Kung and Hang Hau,坑口站公共運輸交滙處 Hang Hau Station Public Transport Interchange,Tseung Kwan O North,坑口站 Hang Hau Station
807K,CMPattern_CM_GMBBus_807k_7581,9.3,11,6.018088107,Sha Tin North > Tai Po North,FALSE,"西沙路，馬鞍山廣場外 Sai Sha Road, outside Ma On Shan Plaza",Sha Tin North,井頭小巴總站 Tseng Tau Minibus Terminus,Tai Po North,井頭 Tseng Tau
27,CMPattern_CM_GMBBus_27_7643,3.8,7,2.77698691,Southern District Southeast > Southern District Northwest,FALSE,惠風街14號 No. 14 Wai Fung Street,Southern District Southeast,"西安街，利港中心外 Sai On Street, outside Port Centre",Southern District Northwest,香港仔西安街 Aberdeen (Sai On Street)
8S,CMPattern_CM_GMBBus_8s_6382,8,20,6.021713888,Yau Tsim Mong South > Kowloon City South,FALSE,"漢口道，漢口中心外 Hankow Road, outside Hankow Centre",Yau Tsim Mong South,何文田邨公共運輸交滙處 Ho Man Tin Estate Public Transport Interchange,Kowloon City South,何文田常富街 Ho Man Tin (Sheung Foo Street)
8S,CMPattern_CM_GMBBus_8s_6384,8,17,6.312515447,Yau Tsim Mong South > Kowloon City South,FALSE,"漢口道，漢口中心外 Hankow Road, outside Hankow Centre",Yau Tsim Mong South,何文田邨公共運輸交滙處 Ho Man Tin Estate Public Transport Interchange,Kowloon City South,何文田常富街（經紅磡繞道） Ho Man Tin (Sheung Foo Street) (via Hung Hom Bypass)
812,CMPattern_CM_GMBBus_812_3971,5.9,14,5.107744381,Sha Tin South > Sha Tin East > Sha Tin South,FALSE,"博泉街，近樂泉樓外迴旋處 Pok Chuen Street, near Roundabout outside Lok Chuen House",Sha Tin South,"車公廟路，顯徑商場對面 Che Kung Miu Road, Opposite Hin Keng Shopping Centre",Sha Tin South,顯徑車公廟路 Hin Keng (Che Kung Miu Road)
23M,CMPattern_CM_GMBBus_23m_7771,3.7,5,1.757280071,Kwun Tong Central,FALSE,"茜發道，近茜發道休憩公園 Sin Fat Road, near Sin Fat Road Rest Garden",Kwun Tong Central,裕民坊公共運輸交滙處 Yue Man Square Public Transport Interchange,Kwun Tong Central,觀塘裕民坊 Kwun Tong (Yue Man Square)
3A,CMPattern_CM_GMBBus_3a_1_8504,5.7,11,3.01187366,Sai Kung and Hang Hau,FALSE,"南山新村路，近南山村公所 Nam Shan San Tsuen Road, near Village Office",Sai Kung and Hang Hau,"宜春街，西貢街市對面 Yi Chun Street, Opposite Sai Kung Market",Sai Kung and Hang Hau,西貢 Sai Kung
65A,CMPattern_CM_GMBBus_65a_7574,6.1,13,5.187458301,Sha Tin West > Sha Tin East,FALSE,"源禾路，沙田中心對面 Yuen Wo Road, Opposite Sha Tin Centre",Sha Tin West,黃泥頭巴士總站 Wong Nai Tau Bus Terminus,Sha Tin East,黃泥頭 Wong Nai Tau
3A,CMPattern_CM_GMBBus_3a_1_8502,5.7,31,3.000061582,Sai Kung and Hang Hau,FALSE,"宜春街，西貢街市對面 Yi Chun Street, Opposite Sai Kung Market",Sai Kung and Hang Hau,"南山新村路，近南山村公所 Nam Shan San Tsuen Road, near Village Office",Sai Kung and Hang Hau,南山新村 Nam Shan San Tsuen
8,CMPattern_GMBBus8_5905,8,17,5.55310023,Kowloon City South > Yau Tsim Mong South,FALSE,"忠孝街，何文田政府合署外 Chung Hau Street, outside Ho Man Tin Government Offices",Kowloon City South,"漢口道，漢口中心外 Hankow Road, outside Hankow Centre",Yau Tsim Mong South,尖沙咀漢口道 Tsim Sha Tsui (Hankow Road)
4M,CMPattern_CM_GMBBus_4m_5968,4.9,5,2.027206052,Southern District Northwest > Southern District Southeast,FALSE,"南寧街，海湖閣外 Nam Ning Street, outside Hoi Wun Court",Southern District Northwest,黃竹坑站 Wong Chuk Hang Station,Southern District Southeast,黃竹坑站 Wong Chuk Hang Station
4A,CMPattern_CM_GMBBus_4a_7539,10.2,20,8.745525822,Southern District Northwest > Southern District Southeast > Wan Chai,FALSE,石排灣邨公共運輸交滙處 Shek Pai Wan Estate Public Transport Interchange,Southern District Northwest,"景隆街，近總統戲院 Cannon Street, near President Theatre",Wan Chai,銅鑼灣景隆街 Causeway Bay (Cannon Street)
808,CMPattern_GMBBus808_5915,8.7,12,7.858884028,Sha Tin North > Sha Tin East,FALSE,曾璧山中學 Tsang Pik Shan Secondary School,Sha Tin North,威爾斯親王醫院 Prince of Wales Hospital,Sha Tin East,威爾斯親王醫院 Prince of Wales Hospital
17M,CMPattern_GMBBus17M_2_4307,4.5,5,2.201654262,Tseung Kwan O North > Sai Kung and Hang Hau,FALSE,"貿業路，近寶琳站 Mau Yip Road, near Po Lam Station",Tseung Kwan O North,翠林巴士總站 Tsui Lam Bus Terminus,Sai Kung and Hang Hau,翠林 Tsui Lam
17M,CMPattern_GMBBus17M_2_5858,4.5,2,1.858413407,Tseung Kwan O North > Sai Kung and Hang Hau,FALSE,"貿業路，近寶琳站 Mau Yip Road, near Po Lam Station",Tseung Kwan O North,翠林巴士總站 Tsui Lam Bus Terminus,Sai Kung and Hang Hau,翠林（經寶康路） Tsui Lam (via Po Hong Road)
52K,CMPattern_CM_GMBBus_52k_6080,6.6,13,7.947062303,Wu Tip Shan > Robin’s Nest,FALSE,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,山雞乙 Shan Kai Wat,Robin’s Nest,山雞乙 Shan Kai Wat
52K,CMPattern_CM_GMBBus_52k_6086,7.4,3,6.787904121,Wu Tip Shan > Robin’s Nest,FALSE,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,坪洋村 Ping Yeung Tsuen,Robin’s Nest,坪洋村 Ping Yeung Tsuen
81,CMPattern_CM_GMBBus_81_7781,6.2,12,3.073228558,Tsuen Wan Southeast,FALSE,"老圍路，近圓玄學院 Lo Wai Road, near The Yuen Yuen Institute",Tsuen Wan Southeast,"兆和街，近永安樓 Shiu Wo Street, near Wing On House",Tsuen Wan Southeast,荃灣兆和街 Tsuen Wan (Shiu Wo Street)
13A,CMPattern_CM_GMBBus_13a_7873,4.8,9,1.629087489,Kowloon City North > Wong Tai Sin West,FALSE,"廣播道，雅麗園 B 座外 Broadcast Drive, outside Block B, Alice Court",Kowloon City North,"橫頭磡南道，橫頭磡邨宏順樓外 Wang Tau Hom South Road, outside Wang Shun House, Wang Tau Hom Estate",Wong Tai Sin West,樂富中心 Lok Fu Centre
17M,CMPattern_GMBBus17M_2_4308,4.5,6,1.990576332,Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,翠林巴士總站 Tsui Lam Bus Terminus,Sai Kung and Hang Hau,"貿業路，近寶琳站 Mau Yip Road, near Po Lam Station",Tseung Kwan O North,寶琳站 Po Lam Station
17M,CMPattern_GMBBus17M_2_5857,4.5,3,1.648619251,Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,翠林巴士總站 Tsui Lam Bus Terminus,Sai Kung and Hang Hau,"貿業路，近寶琳站 Mau Yip Road, near Po Lam Station",Tseung Kwan O North,寶琳站（經寶康路） Po Lam Station (via Po Hong Road)
33M,CMPattern_CM_GMBBus_33m_1_7688,4.8,7,2.66895377,Wong Tai Sin East,FALSE,富山總站 Fu Shan Bus Terminus,Wong Tai Sin East,黃大仙站小巴總站 Wong Tai Sin Station Minibus Terminus,Wong Tai Sin East,黃大仙站 Wong Tai Sin Station
14M,CMPattern_CM_GMBBus_14m_6090,4.7,6,1.842312194,Wan Chai,TRUE,蘭芳道，2號 Lan Fong Road No. 2,Wan Chai,蘭芳道，2號 Lan Fong Road No. 2,Wan Chai,銅鑼灣蘭芳道 - 樂翠台（循環綫） Causeway Bay (Lan Fong Road) - Villa Rocha (Circular)
90A,CMPattern_CM_GMBBus_90a_1_9038,5.5,11,3.049578152,Kwai Chung West > Kwai Chung East > Sham Shui Po West,FALSE,瑪嘉烈醫院專科門診部 Princess Magaret Hospital Specialist Out-Patient Clinic,Kwai Chung West,美孚巴士總站 Mei Foo Bus Terminus,Sham Shui Po West,美孚 Mei Foo
63A,CMPattern_CM_GMBBus_63a_8901,3.9,4,1.244133282,Sha Tin West > Sha Tin South,FALSE,"美田路，近美城苑貴城閣 Mei Tin Road, near Kwai Shing House, May Shing Court",Sha Tin West,"村南道，近大圍站 Tsuen Nam Road, near Tai Wai Station",Sha Tin South,大圍站村南道 Tai Wai Station (Tsuen Nam Road)
54M,CMPattern_GMBBus54M_1_5286,5,17,7.342947291,Kwun Tong North > Kwun Tong West > Wong Tai Sin East > Kwun Tong North,TRUE,順天邨 Shun Tin Estate,Kwun Tong North,順天邨 Shun Tin Estate,Kwun Tong North,順天 - 坪石（循環綫） Shun Tin - Ping Shek (Circular)
28K,CMPattern_GMBBus28K_5869,10,26,12.23098154,Tai Po South > Sha Tin West,FALSE,廣福里 Kwong Fuk Ln,Tai Po South,帝都酒店 Royal Park Hotel,Sha Tin West,沙田白鶴汀街 Sha Tin (Pak Hok Ting Street)
19,CMPattern_CM_GMBBus_19_7955,5.8,18,5.617429569,Wong Tai Sin West > Wong Tai Sin East > Wong Tai Sin West,FALSE,"慈雲山道，沙田坳邨和田樓外 Tsz Wan Shan Road, outside Wo Tin House, Shatin Pass Estate",Wong Tai Sin West,"彝倫街，近百樂大樓 Yi Lun Street, near Pak Lok House",Wong Tai Sin West,新蒲崗 San Po Kong
57K,CMPattern_CM_GMBBus_57k_1_8863,8.5,10,5.790448716,Robin’s Nest,FALSE,"蕉徑路，近彭氏宗祠 Tsiu Keng Road, near Pang Temple",Robin’s Nest,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,上水站 Sheung Shui
407,CMPattern_CM_GMBBus_407_9109,11.2,23,10.87575002,Tsing Yi > Kwai Chung West > Kwai Chung East > Kwai Chung West,FALSE,長宏邨小巴總站 Cheung Wang Estate Minibus Terminus,Tsing Yi,"瑪嘉烈醫院路，近瑪嘉烈醫院 A，B，C，D 座 Princess Margaret Hospital Road, near Princess Margaret Hospital Blocks A, B, C, D",Kwai Chung West,瑪嘉烈醫院 Princess Margaret Hospital
18M,CMPattern_CM_GMBBus_18m_1_7792,4.3,7,1.684740445,Wong Tai Sin West > Wong Tai Sin East > Wong Tai Sin West > Wong Tai Sin East,FALSE,"慈雲山道，沙田坳邨和田樓外 Tsz Wan Shan Road, outside Wo Tin House, Shatin Pass Estate",Wong Tai Sin West,黃大仙站 Wong Tai Sin Station,Wong Tai Sin East,黃大仙站 Wong Tai Sin Station
75,CMPattern_CM_GMBBus_75_5890,8.2,20,12.61969129,Yuen Long Town Centre > Yuen Long Rural East,FALSE,"福康街，金寶樓外小巴總站 Fook Hong Street Public Light Bus Terminus, outside Kam Po Building",Yuen Long Town Centre,下灣村 Ha Wan Tsuen,Yuen Long Rural East,下灣村 Ha Wan Tsuen
13,CMPattern_CM_GMBBus_13_6103,8.8,26,8.308379779,Kowloon City South > Yau Tsim Mong South > Kowloon City South > Kowloon City North > Kowloon City South > Kowloon City North > Wong Tai Sin West > Kowloon City North,FALSE,紅磡（紅鸞道）小巴總站 Hung Hom (Hung Luen Road) GMB Terminus,Kowloon City South,"廣播道，雅麗園 B 座外 Broadcast Drive, outside Block B, Alice Court",Kowloon City North,九龍塘廣播道 Kowloon Tong (Broadcast Drive)
33M,CMPattern_CM_GMBBus_33m_1_7687,4.8,12,3.352067906,Wong Tai Sin East > Wong Tai Sin West > Wong Tai Sin East,FALSE,黃大仙站小巴總站 Wong Tai Sin Station Minibus Terminus,Wong Tai Sin East,"豐盛街，海港花園外 Fung Shing Street, outside Hill Top Gardens",Wong Tai Sin East,海港花園 Hilltop Gardens
18M,CMPattern_CM_GMBBus_18m_1_7791,4.3,5,1.275929989,Wong Tai Sin East > Wong Tai Sin West,FALSE,黃大仙站 Wong Tai Sin Station,Wong Tai Sin East,"慈雲山道，沙田坳邨和田樓外 Tsz Wan Shan Road, outside Wo Tin House, Shatin Pass Estate",Wong Tai Sin West,慈雲山北 Tsz Wan Shan (North)
75,CMPattern_CM_GMBBus_75_5891,8.2,22,13.15596215,Yuen Long Rural East > Yuen Long Town Centre,FALSE,下灣村 Ha Wan Tsuen,Yuen Long Rural East,"福康街，金寶樓外小巴總站 Fook Hong Street Public Light Bus Terminus, outside Kam Po Building",Yuen Long Town Centre,元朗福康街（經元朗西） Yuen Long (Fook Hong Street) (via Yuen Long (West))
75,CMPattern_CM_GMBBus_75_5892,8.2,18,12.74422194,Yuen Long Rural East > Yuen Long Town Centre,FALSE,下灣村 Ha Wan Tsuen,Yuen Long Rural East,"福康街，金寶樓外小巴總站 Fook Hong Street Public Light Bus Terminus, outside Kam Po Building",Yuen Long Town Centre,元朗福康街 Yuen Long (Fook Hong Street)
75,CMPattern_CM_GMBBus_75_1_5894,6,13,3.711899015,Yuen Long Rural East,FALSE,落馬洲支綫公共交通交滙處 Lok Ma Chau Spur Line Public Transport Interchange,Yuen Long Rural East,"青山公路，近文天祥紀念公園 Castle Peak Road, near Man Tin Cheung Park",Yuen Long Rural East,新田近新田郵政局 San Tin (near San Tin Post Office)
19,CMPattern_CM_GMBBus_19_7956,5.8,5,1.644800282,Wong Tai Sin East,FALSE,富山總站 Fu Shan Bus Terminus,Wong Tai Sin East,鑽石山站公共運輸交滙處 Diamond Hill Station Public Transport Interchange,Wong Tai Sin East,鑽石山站公共運輸交滙處 Diamond Hill Station Public Transport Interchange
33M,CMPattern_CM_GMBBus_33m_5854,3.9,10,2.001112179,Hong Wan,TRUE,"康盛街，康怡花園 B 座外 Hong Shing Street, outside Block B Kornhill",Hong Wan,"康盛街，康怡花園 B 座外 Hong Shing Street, outside Block B Kornhill",Hong Wan,康山 - 太古站（循環綫） Kornhill - Tai Koo Station (Circular)
28K,CMPattern_GMBBus28K_5870,10,23,10.93427264,Tai Po South > Sha Tin West,FALSE,黃宜坳 Wong Yi Au,Tai Po South,帝都酒店 Royal Park Hotel,Sha Tin West,沙田白鶴汀街 Sha Tin (Pak Hok Ting Street)
407,CMPattern_CM_GMBBus_407_9110,11.1,25,10.79710383,Kwai Chung West > Kwai Chung East > Kwai Chung West > Tsing Yi,FALSE,"瑪嘉烈醫院路，近瑪嘉烈醫院 A，B，C，D 座 Princess Margaret Hospital Road, near Princess Margaret Hospital Blocks A, B, C, D",Kwai Chung West,長宏邨小巴總站 Cheung Wang Estate Minibus Terminus,Tsing Yi,長宏 Cheung Wang
89B,CMPattern_CM_GMBBus_89b_6065,5.8,26,11.3986072,Kwun Tong North > Kowloon City North > Kwun Tong West,FALSE,"安茵街，近智泰樓 On Yan Street, near Chi Tai House",Kwun Tong North,常怡道 Sheung Yee Road,Kwun Tong West,九龍灣零碳天地 Kowloon Bay (Zero Carbon Building)
61M,CMPattern_CM_GMBBus_61m_1_8019,5,2,1.321193816,Sha Tin South,FALSE,"龍柏街，近世界花園龍柏閣 Lung Pak Street, near Cypress Court, World-Wide Gardens",Sha Tin South,大圍站公共運輸交滙處 Tai Wai Station Public Transport Interchange,Sha Tin South,大圍站 Tai Wai Station
61M,CMPattern_CM_GMBBus_61m_1_8020,5,2,1.244165517,Sha Tin South,FALSE,大圍站公共運輸交滙處 Tai Wai Station Public Transport Interchange,Sha Tin South,"龍柏街，近世界花園龍柏閣 Lung Pak Street, near Cypress Court, World-Wide Gardens",Sha Tin South,世界花園 Worldwide Garden
5M,CMPattern_CM_GMBBus_5m_6167,4.9,2,0.988628182,Southern District Southeast,FALSE,黃竹坑站 Wong Chuk Hang Station,Southern District Southeast,葛量洪醫院 Grantham Hospital,Southern District Southeast,葛量洪醫院 Grantham Hospital
5M,CMPattern_CM_GMBBus_5m_6168,4.9,2,1.239149056,Southern District Southeast,FALSE,葛量洪醫院 Grantham Hospital,Southern District Southeast,黃竹坑站 Wong Chuk Hang Station,Southern District Southeast,黃竹坑站 Wong Chuk Hang Station
31,CMPattern_CM_GMBBus_31_6327,12.4,26,13.47876384,Southern District Northwest > Western > Central > Western > Central > Wan Chai,FALSE,田灣邨小巴總站 Tin Wan Estate Minibus Terminus,Southern District Northwest,"謝斐道，波斯富街 Jaffe Road, Percival Street",Wan Chai,銅鑼灣謝斐道 Causeway Bay (Jaffe Road)
2,CMPattern_CM_GMBBus_2_2_8483,5.9,5,2.48944675,Sai Kung and Hang Hau,FALSE,北港 Pak Kong,Sai Kung and Hang Hau,"福民路小巴總站，經華樓外 Fuk Man Road Public Light Bus Terminus, outside King Wah Building",Sai Kung and Hang Hau,西貢 Sai Kung
16,CMPattern_CM_GMBBus_16_7897,3.8,7,2.853326936,Wong Tai Sin East > Kwun Tong West > Wong Tai Sin East,TRUE,"牛池灣街，近彩輝邨彩葉樓 Ngau Chi Wan Street, near Choi Yip House, Choi Fai Estate",Wong Tai Sin East,"牛池灣街，近彩輝邨彩葉樓 Ngau Chi Wan Street, near Choi Yip House, Choi Fai Estate",Wong Tai Sin East,扎山道彩雲邨 - 坪石邨（循環綫） Jat's Incline (Choi Wan Estate) - Ping Shek Estate (Circular)
52K,CMPattern_CM_GMBBus_52k_6082,6.2,10,5.398278603,Wu Tip Shan,FALSE,軍地（北） Kwan Tei (North),Wu Tip Shan,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,粉嶺站 Fanling Station
52K,CMPattern_CM_GMBBus_52k_6084,6.6,4,2.232030687,Wu Tip Shan,FALSE,和滿街小巴總站 Wo Mun Street Public Light Bus Terminus,Wu Tip Shan,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,粉嶺站 Fanling Station
52K,CMPattern_CM_GMBBus_52k_6083,6.6,2,1.664886754,Wu Tip Shan,FALSE,粉嶺站專綫小巴總站 Public Light Bus (Scheduled) Service Terminus at Fanling Station,Wu Tip Shan,和滿街小巴總站 Wo Mun Street Public Light Bus Terminus,Wu Tip Shan,聯和墟 Luen Wo Hui
23K,CMPattern_CM_GMBBus_23k_8727,5.7,22,1.101788529,Tai Po South,FALSE,"達運道，荔枝山 Tat Wan Road, Lai Chi Shan",Tai Po South,大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,Tai Po South,大埔墟 Tai Po Market
39,CMPattern_CM_GMBBus_39_8756,7.2,20,5.01674084,Yuen Long Rural East > Yuen Long Town Centre,FALSE,"公庵路，近培康居 Kung Um Road, near Pui Hong Kui",Yuen Long Rural East,元朗（鳳翔路）總站 Yuen Long (Fung Cheung Road) Bus Terminus,Yuen Long Town Centre,元朗鳳翔路 Yuen Long (Fung Cheung Road)
808,CMPattern_GMBBus808_10119,8.7,19,10.06162903,Sha Tin East > Sha Tin North,FALSE,威爾斯親王醫院 Prince of Wales Hospital,Sha Tin East,錦英苑巴士總站 Kam Ying Court Bus Terminus,Sha Tin North,錦英苑 Kam Ying Court
1,CMPattern_CM_GMBBus_1_7501,11.8,15,7.740216222,Central,FALSE,加列山道（明德醫院外） Mount Kellett Road (outside Matilda Hospital),Central,香港站小巴總站 Hong Kong Station Minibus Terminus,Central,中環香港站公共運輸交滙處 Central (Hong Kong Station Public Transport Interchange)
72,CMPattern_CM_GMBBus_72_8437,7.5,18,5.674541612,Wong Tai Sin East > Wong Tai Sin West > Kowloon City North > Sham Shui Po East,FALSE,宏景花園小巴總站 Grand View Garden Minibus Terminus,Wong Tai Sin East,"達之路，又一城地面 Tat Chee Avenue, Ground Floor of The Festival Walk",Sham Shui Po East,又一城公共交通總站 Festival Walk Public Transport Terminus
16,CMPattern_CM_GMBBus_16_7898,3.8,4,2.51985296,Wong Tai Sin East > Kwun Tong West > Wong Tai Sin East,TRUE,銀河徑 Ngan Ho Path,Wong Tai Sin East,銀河徑 Ngan Ho Path,Wong Tai Sin East,銀河徑 - 坪石邨（循環綫） Ngan Ho Path - Ping Shek Estate (Circular)
43M,CMPattern_GMBBus43M_5964,4.5,4,3.48724273,Yau Tsim Mong North > Yau Tsim Mong South,FALSE,"海泓道，海富苑外 Hoi Wang Road, outside Hoi Fu Court",Yau Tsim Mong North,"海庭道，近西九龍政府合署南座 Hoi Ting Road, near West Kowloon Government Offices South Building",Yau Tsim Mong South,西九龍政府合署 West Kowloon Government Offices
61S,GMB,18.8,3,12.58326,沙田區 -> 油尖旺區,FALSE,火炭,沙田區,旺角站,油尖旺區,
N31,GMB,17.7,27,13.48163,南區 -> 中西區 -> 灣仔區,FALSE,田灣邨,南區,銅鑼灣(謝斐道),灣仔區,通宵服務班次
805S,GMB,17.2,15,22.53862,油尖旺區 -> 沙田區,FALSE,旺角,油尖旺區,錦英苑,沙田區,特別班次(不經富安花園)
805S,GMB,17.2,14,22.53862,沙田區 -> 黃大仙區 -> 油尖旺區,FALSE,錦英苑,沙田區,旺角,油尖旺區,
N40,GMB,16.5,19,17.59243,南區 -> 灣仔區,FALSE,赤柱村,南區,渣甸街,灣仔區,凌晨班次
N44B,GMB,15.7,28,29.95005,元朗區 -> 屯門區,FALSE,落馬洲管制站,元朗區,屯門碼頭,屯門區,通宵服務
65S,GMB,15.5,22,27.92516,沙田區 -> 油尖旺區 -> 九龍城區 -> 沙田區,TRUE,黃泥頭,沙田區,旺角站(循環線),沙田區,
61S,GMB,15.3,3,12.58326,沙田區 -> 油尖旺區,FALSE,瀝源∕禾輋,沙田區,旺角站,油尖旺區,正常班次
69,GMB,14.5,42,30.30766,南區 -> 東區 -> 南區,TRUE,數碼港,南區,鰂魚涌(船塢里)(循環線),南區,
618A,GMB,14.4,3,14.2914,元朗區,FALSE,天水圍(天恩邨),元朗區,深圳灣口岸,元朗區,短程班次
618B,GMB,14.4,7,14.56028,元朗區,FALSE,天水圍(濕地公園路),元朗區,深圳灣口岸,元朗區,短程班次
62S,GMB,14.3,11,14.51713,觀塘區 -> 油尖旺區,FALSE,藍田(廣田邨),觀塘區,尖沙咀,油尖旺區,
63S,GMB,14.2,8,23.79287,沙田區 -> 九龍城區 -> 油尖旺區,FALSE,美田邨公共運輸交匯處,沙田區,旺角,油尖旺區,通宵班次
7,GMB,13.7,3,16.75641,西貢區 -> 大埔區,FALSE,西貢,西貢區,海下,大埔區,
66S,GMB,13,20,7.476632,黃大仙區 -> 九龍城區 -> 油尖旺區,FALSE,斧山道,黃大仙區,旺角,油尖旺區,通宵服務班次
806A,GMB,12.8,28,17.13306,沙田區 -> 大埔區,FALSE,黃泥頭,沙田區,運頭塘,大埔區,
806B,GMB,12.8,29,19.642,沙田區 -> 大埔區,FALSE,石門,沙田區,運頭塘,大埔區,額外班次
806M,GMB,12.8,27,19.69284,大埔區 -> 沙田區 -> 大埔區,TRUE,白石角,大埔區,石門(循環線),大埔區,短程班次
79S,GMB,12.7,19,3.296332,元朗區,FALSE,天水圍 (俊宏軒),元朗區,落馬洲管制站,元朗區,
69X,GMB,12.5,15,10.79928,南區 -> 灣仔區,FALSE,數碼港,南區,銅鑼灣(駱克道),灣仔區,經華富邨
69X,GMB,12.5,14,10.79928,南區 -> 灣仔區,FALSE,數碼港,南區,銅鑼灣(駱克道),灣仔區,
9A,GMB,11.9,4,9.287645,西貢區,FALSE,北潭涌,西貢區,萬宜水庫東壩,西貢區,額外班次
N4A,GMB,11.7,14,8.746419,南區 -> 灣仔區,FALSE,香港仔(石排灣),南區,銅鑼灣(景隆街),灣仔區,通宵服務
N4C,GMB,11.7,8,8.322246,南區 -> 灣仔區,FALSE,香港仔(石排灣),南區,銅鑼灣(景隆街),灣仔區,通宵服務
811B,GMB,11.7,19,16.27079,沙田區,TRUE,耀安,沙田區,火炭(長瀝尾街)(循環線),沙田區,額外班次
