name,routeId,Fare,distance,serviceDistricts,isCircular,start,startDistricts,end,endDistricts,detail,stopName,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,,,,,,,,,,,,,,,,,,,,,
8,CMPattern_GMBBus8_4359,8,6.493584812,Yau Tsim Mong South > Kowloon City South,FALSE,"漢口道，漢口中心外 Hankow Road, outside Hankow Centre",Yau Tsim Mong South,何文田（常和街）總站 Ho Man Tin Estate (Sheung Lok Street),Kowloon City South,何文田邨 Ho Man Tin Estate,"(Yau Tsim Mong South) 漢口道，漢口中心外 Hankow Road, outside Hankow Centre",(Yau Tsim Mong South) 中間道兒童遊樂場 Middle Road Children's Playground,(Yau Tsim Mong South) 漆咸道南近赫德道 Chatham Road South near Hart Avenue,"(Yau Tsim Mong South) 漆咸道南，百樂大酒店外 Chatham Road South, outside Park Hotel",(Yau Tsim Mong South) 漆咸道南近天文台道 Chatham Road South near Observatory Road,"(Yau Tsim Mong South) 安運道，紅磡站總站外 On Wan Road, outside Hung Hom Station Bus Terminus",(Kowloon City South) 機利士路介乎曲街和必嘉街 Gillies Avenue Between Cooke Street and Baker Street,(Kowloon City South) 觀音街 Kun Yam Street,(Kowloon City South) 馬頭圍道20號外 Ma Tau Wai Road No. 20,"(Kowloon City South) 佛光街，家邦樓外 Fat Kwong Street, outside Ka Bong Lau",(Kowloon City South) 天鑄 Ultima,(Kowloon City South) 何文田站 Ho Man Tin Station,"(Kowloon City South) 忠孝街，孝民街 Chung Hau Street, Hau Man Street",(Kowloon City South) 愛民邨 Oi Man Estate,(Kowloon City South) 忠孝街近昭民樓 Chung Hau Street near Chiu Man House,(Kowloon City South) 忠孝街近土木工程拓展署大樓 Chung Hau Street near Civil Engineering and Development Building,(Kowloon City South) 忠孝街公開大學銀禧學院 Chung Hau Street near The Open University of Hong Kong Jockey Club Campus - Jubilee College,(Kowloon City South) 欣圖軒 Cascades,(Kowloon City South) 佛光街房署大樓 Fat Kwong Street near Housing Authority Headquarters,"(Kowloon City South) 常盛街，德蘭中學 Sheung Shing Street, St. Teresa Secondary School","(Kowloon City South) 常盛街，常樂邨 Sheung Shing Street, Sheung Lok Estate",(Kowloon City South) 何文田（常和街）總站 Ho Man Tin Estate (Sheung Lok Street),,,,,,,,,,,,,,,,,,,,,,,,,
8,CMPattern_GMBBus8_6381,8,6.810628747,Yau Tsim Mong South > Kowloon City South,FALSE,"漢口道，漢口中心外 Hankow Road, outside Hankow Centre",Yau Tsim Mong South,何文田（常和街）總站 Ho Man Tin Estate (Sheung Lok Street),Kowloon City South,何文田邨（經紅磡繞道） Ho Man Tin Estate (via Hung Hom Bypass),"(Yau Tsim Mong South) 漢口道，漢口中心外 Hankow Road, outside Hankow Centre",(Yau Tsim Mong South) 中間道兒童遊樂場 Middle Road Children's Playground,"(Yau Tsim Mong South) 安運道，紅磡站總站外 On Wan Road, outside Hung Hom Station Bus Terminus",(Kowloon City South) 機利士路介乎曲街和必嘉街 Gillies Avenue Between Cooke Street and Baker Street,(Kowloon City South) 觀音街 Kun Yam Street,(Kowloon City South) 馬頭圍道20號外 Ma Tau Wai Road No. 20,"(Kowloon City South) 佛光街，家邦樓外 Fat Kwong Street, outside Ka Bong Lau",(Kowloon City South) 天鑄 Ultima,(Kowloon City South) 何文田站 Ho Man Tin Station,"(Kowloon City South) 忠孝街，孝民街 Chung Hau Street, Hau Man Street",(Kowloon City South) 愛民邨 Oi Man Estate,(Kowloon City South) 忠孝街近昭民樓 Chung Hau Street near Chiu Man House,(Kowloon City South) 忠孝街近土木工程拓展署大樓 Chung Hau Street near Civil Engineering and Development Building,(Kowloon City South) 忠孝街公開大學銀禧學院 Chung Hau Street near The Open University of Hong Kong Jockey Club Campus - Jubilee College,(Kowloon City South) 欣圖軒 Cascades,(Kowloon City South) 佛光街房署大樓 Fat Kwong Street near Housing Authority Headquarters,"(Kowloon City South) 常盛街，德蘭中學 Sheung Shing Street, St. Teresa Secondary School","(Kowloon City South) 常盛街，常樂邨 Sheung Shing Street, Sheung Lok Estate",(Kowloon City South) 何文田（常和街）總站 Ho Man Tin Estate (Sheung Lok Street),,,,,,,,,,,,,,,,,,,,,,,,,,,,
56A,CMPattern_GMBBus56A_4152,11,6.661168894,Central > Wan Chai,FALSE,"羅便臣道，秀麗閣對面 Robinson Road, Opposite Serene Court",Central,天后公共運輸交滙處 Tin Hau Public Transport Interchange,Wan Chai,天后站 Tin Hau Station,"(Central) 羅便臣道，秀麗閣對面 Robinson Road, Opposite Serene Court","(Central) 列堤頓道，近城西公園 Lyttelton Road, near West End Park","(Central) 列堤頓道，近聖士提反女子中學 Lyttelton Road, near St Stephen's Girls' College",(Central) 羅便臣道76號 No. 76 Robinson Road,(Central) 蔚巒閣 Peaksville,(Central) 羅便臣道66號 No. 66 Robinson Road,(Central) 西摩道 Seymour Road,(Central) 羅便臣道4號 No. 4 Robinson Road,(Central) 花園道 Garden Road,"(Central) 金鐘道，金鐘花園外 Queensway, outside Admiralty Garden",(Wan Chai) 皇后大道東及金鐘道交界 Queen's Road East Junction With Queensway,"(Wan Chai) 皇后大道東，合和中心對面 Queen's Road East, Opposite Hopewell Centre","(Wan Chai) 皇后大道東，近灣仔道 Queen's Road East, near Wan Chai Road","(Wan Chai) 皇后大道東，聖若瑟小學 Queen's Road East, outside St Joseph's Primary School","(Wan Chai) 皇后大道東，伊利沙伯體育館外 Queen's Road East, outside Queen Elizabeth Stadium","(Wan Chai) 摩理臣山道，禮頓道 Morrison Hill Road, Leighton Road","(Wan Chai) 禮頓道，禮頓中心外 Leighton Road, outside Leighton Centre","(Wan Chai) 禮頓道，雲翠大廈 Bonaventure House, Leighton Road",(Wan Chai) 新寧道 Sunning Road,"(Wan Chai) 邊寧頓街，近敬誠街 Pennington Street, near Keswick Street",(Wan Chai) 維多利亞公園 Victoria Park,(Wan Chai) 天后公共運輸交滙處 Tin Hau Public Transport Interchange,,,,,,,,,,,,,,,,,,,,,,,,,
401,CMPattern_CM_GMBBus_401_7497,8.2,7.963042028,Kwai Chung East > Kwai Chung West > Tsuen Wan Southeast > Tsing Yi,FALSE,"石蔭路，近石蔭路第三休憩花園 Shek Yam Road, near Shek Yam Road Rest Garden No. 3",Kwai Chung East,青衣碼頭總站 Tsing Yi Ferry Pier Terminus,Tsing Yi,青衣碼頭 Tsing Yi Ferry Pier,"(Kwai Chung East) 石蔭路，近石蔭路第三休憩花園 Shek Yam Road, near Shek Yam Road Rest Garden No. 3",(Kwai Chung East) 金石樓 Kam Shek Building,(Kwai Chung East) 和宜合道，123號 No. 123 Wo Yi Hop Road,"(Kwai Chung East) 和宜合道，達利中心外 Wo Yi Hop Road, outside Riley House","(Kwai Chung East) 和宜合道，華寶工業大廈外 Wo Yi Hop Road, outside Grand Industrial Building","(Kwai Chung East) 昌榮路，同珍工業大廈外 Cheung Wing Road, outside Tung Chun Industrial Building","(Kwai Chung West) 青山公路－葵涌段，近瑞康工業大廈 Castle Peak Road – Kwai Chung, near Shui Hong Industrial Building",(Kwai Chung West) 青山公路葵涌段659號 No. 659 Castle Peak Road-Kwai Chung,"(Kwai Chung West) 青山公路葵涌段，大窩口體育館外 Castle Peak Road-Kwai Chung, outside Tai Wo Hau Indoor Recreation Centre","(Tsuen Wan Southeast) 關門口街，九龍悅來酒店外 Kwan Mun Hau Street, outside Kowloon Panda Hotel","(Tsuen Wan Southeast) 聯仁街，近橫窩仔街1號 Luen Yan Street, near 1 Wang Wo Tsai Street","(Tsuen Wan Southeast) 馬頭壩道，近爵悅庭南爵軒 Ma Tau Pa Road, near Tower South, Chelsea Court","(Tsuen Wan Southeast) 德士古道，近荃灣工業中心 Texaco Road, near Tsuen Wan Industrial Centre",(Tsing Yi) 長安邨小巴總站 Cheung On Estate Minibus Terminus,"(Tsing Yi) 楓樹窩路，近青衣邨楓樹窩體育館 Fung Shue Wo Road, near Fung Shue Wo Sports Centre, Tsing Yi Estate","(Tsing Yi) 楓樹窩路，荃灣商會小學外 Fung Shue Wo Road, outside Tsuen Wan Trade Association Primary School","(Tsing Yi) 楓樹窩路，綠悠雅苑外 Fung Shue Wo Road, outside Greenview Villa",(Tsing Yi) 青衣碼頭總站 Tsing Yi Ferry Pier Terminus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51B,CMPattern_CM_GMBBus_51b_5980,8.6,8.465415866,Robin’s Nest,FALSE,馬草壟路近信義新村 Ma Tso Lung Road near Shun Yee Sun Tsuen,Robin’s Nest,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,上水站 Sheung Shui Station,(Robin’s Nest) 馬草壟路近信義新村 Ma Tso Lung Road near Shun Yee Sun Tsuen,(Robin’s Nest) 料壆路近公眾停車場 Liu Pok Road near Public Car Park,(Robin’s Nest) 馬草壟新村 Ma Tso Lung San Tsuen,(Robin’s Nest) 羅湖練靶場 Lo Wu Rifle Range,(Robin’s Nest) 東方區 Tung Fong District,(Robin’s Nest) 波樓路 Po Lau Road,"(Robin’s Nest) 青山公路，河上鄉路 Castle Peak Road, Ho Sheung Heung Road",(Robin’s Nest) 何東橋 Ho Tung Bridge,(Robin’s Nest) 青山公路／古洞路近燕崗 Castle Peak Road / Kwu Tung Road near Yin Kong,"(Robin’s Nest) 青山公路古洞段，高爾夫景園外 Castle Peak Road (Kwu Tung), outside Golf Parkview","(Robin’s Nest) 寶石湖路，東慶學校外 Po Shek Wu Road, outside Tung Hing School","(Robin’s Nest) 新豐路，石湖墟郵政局 San Fung Avenue, Shek Wu Hui Post Office",(Robin’s Nest) 上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CMPattern_CM_GMBBus_16_1_8630,10.4,11.89596164,Sai Kung and Hang Hau > Tseung Kwan O North,FALSE,"布袋澳村路，近清水灣鄉村俱樂部 Po Toi O Chuen Road, near The Clearwater Bay Golf and Country Club",Sai Kung and Hang Hau,寶琳公共運輸交滙處 Po Lam Station Public Transport Interchange,Tseung Kwan O North,寶林 Po Lam,"(Sai Kung and Hang Hau) 布袋澳村路，近清水灣鄉村俱樂部 Po Toi O Chuen Road, near The Clearwater Bay Golf and Country Club","(Sai Kung and Hang Hau) 布袋澳村路，近清水灣鄉村俱樂部 Po Toi O Chuen Road, near The Clearwater Bay Golf and Country Club","(Sai Kung and Hang Hau) 大坳門路，近曉岸 Tai Au Mun Road, near Cala D'Or","(Sai Kung and Hang Hau) 大坳門路，近清水灣第二灣泳灘 Tai Au Mun Road, near Clear Water Bay Second Beach",(Sai Kung and Hang Hau) 清水灣第一灘 Clear Water Bay 1st Beach,"(Sai Kung and Hang Hau) 大坳門路，近清水灣花園 Tai Au Mun Road, near Clear Water Bay Garden","(Sai Kung and Hang Hau) 大坳門路，近大環頭路 Tai Au Mun Road, near Tai Wan Tau Road",(Sai Kung and Hang Hau) 相思灣 Sheung Sze Wan,(Sai Kung and Hang Hau) 兩塊田 Leung Fai Tin,(Sai Kung and Hang Hau) 下洋 Ha Yeung,"(Sai Kung and Hang Hau) 清水灣道，近上洋 Clear Water Bay Road, near Sheung Yeung",(Sai Kung and Hang Hau) 檳榔灣 Pan Long Wan,"(Sai Kung and Hang Hau) 清水灣道，近釣魚翁郊遊徑 Clear Water Bay Road, near High Junk Peak Country Trail","(Sai Kung and Hang Hau) 清水灣道，圍心村外 Clear Water Bay Road, outside Wat Sum Village",(Sai Kung and Hang Hau) 碧沙路 Pik Sha Road,"(Sai Kung and Hang Hau) 清水灣道，近銀綫灣廣場 Clear Water Bay Road, near Silverstand Mart","(Sai Kung and Hang Hau) 清水灣道，近清雅苑 Clear Water Bay Road, near Sussex Lodge",(Sai Kung and Hang Hau) 水邊村 Shui Bin Tsuen,"(Sai Kung and Hang Hau) 坑口道，將軍澳醫院對面 Hang Hau Road, Opposite Tseung Kwan O Hospital","(Tseung Kwan O North) 寶寧路，將軍澳醫院對面 Po Ning Road, Opposite Tseung Kwan O Hospital","(Tseung Kwan O North) 重華路，東港城第6座對面 Chung Wa Road, Opposite Block 6, East Point City","(Tseung Kwan O North) 培成路，近保良局馮晴紀念小學 Pui Shing Road, near Po Leung Kuk Fung Ching Memorial Primary School","(Tseung Kwan O North) 寶寧路，厚德邨外 Po Ning Road, outside Hau Tak Estate",(Tseung Kwan O North) 景林邨 King Lam Estate,(Tseung Kwan O North) 寶琳公共運輸交滙處 Po Lam Station Public Transport Interchange,,,,,,,,,,,,,,,,,,,,,,
83A,CMPattern_CM_GMBBus_83a_2_8990,6.4,5.670336589,Tsuen Wan Southeast > Kwai Chung East,FALSE,"川龍街，近海天豪苑協和廣場 Chuen Lung Street, near Concord Square, The Blue Yard",Tsuen Wan Southeast,"安捷街，近安蔭邨嘉蔭樓 On Chit Street, near Kar Yam House, On Yam Estate",Kwai Chung East,安蔭邨安捷街（經國瑞路） On Yam Estate (On Chit Street) (via Kwok Shui Road),"(Tsuen Wan Southeast) 川龍街，近海天豪苑協和廣場 Chuen Lung Street, near Concord Square, The Blue Yard","(Tsuen Wan Southeast) 圓墩圍，荃灣大會堂外 Yuen Tun Circuit, outside Tsuen Wan Town Hall",(Tsuen Wan Southeast) 灣景廣場 Skyline Plaza,"(Tsuen Wan Southeast) 沙咀道，戴麟趾夫人分科診療所外 Sha Tsui Road, outside Lady Trench Polyclinic",(Tsuen Wan Southeast) 川龍街 Chuen Lung Street,(Tsuen Wan Southeast) 沙咀道285號 No. 285 Sha Tsui Road,(Tsuen Wan Southeast) 沙咀道305號 No. 305 Sha Tsui Road,(Tsuen Wan Southeast) 沙咀道393號 No. 393 Sha Tsui Road,"(Tsuen Wan Southeast) 德士古道，寶業大廈外 Texaco Road, outside Po Yip Building","(Tsuen Wan Southeast) 荃富街，近 W2168 號電燈柱 Tsuen Fu Street, near Lamp Post No. W2168","(Tsuen Wan Southeast) 青山公路荃灣段，警署外 Castle Peak Road-Tsuen Wan, outside Police Quarters","(Tsuen Wan Southeast) 青山公路荃灣段，大窩口站 B 入口外 Tai Wo Hau Station, Exit B",(Tsuen Wan Southeast) 國瑞路河背村 Ho Pui Village Kwok Shui Road,(Tsuen Wan Southeast) 縉庭山 Primrose Hill,(Tsuen Wan Southeast) 昌榮路迴旋處 Cheung Wing Road Gyratory,"(Kwai Chung East) 青山公路－葵涌段，近名賢大樓 Castle Peak Road – Kwai Chung, near Ming Yin Building","(Kwai Chung East) 和宜合道，近打磚坪街 Wo Yi Hop Road, near Tai Chuen Ping Street","(Kwai Chung East) 大白田街，近石籬二邨石福樓 Tai Pak Tin Street, near Shek Fook House, Shek Lei (II) Estate",(Kwai Chung East) 大白田里 Tai Pak Tin Lane,(Kwai Chung East) 裘錦秋中學（葵涌） Ju Ching Chu Secondary School (Kwai Chung),"(Kwai Chung East) 安捷街，近安蔭邨嘉蔭樓 On Chit Street, near Kar Yam House, On Yam Estate",,,,,,,,,,,,,,,,,,,,,,,,,,
51K,CMPattern_CM_GMBBus_51k_1_5984,7.7,12.73177332,Robin’s Nest,TRUE,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,Robin’s Nest,上水站 - 羅湖懲教所（循環綫） Sheung Shui Station - Lo Wu Correctional Institution (Circular),(Robin’s Nest) 上水站小巴總站 Sheung Shui Station Public Light Bus Terminus,"(Robin’s Nest) 新豐路，石湖墟郵政局 San Fung Avenue, Shek Wu Hui Post Office","(Robin’s Nest) 寶石湖路，東慶學校對面 Po Shek Wu Road, Opposite Tung Hing School","(Robin’s Nest) 青山公路古洞段，高爾夫景園對面 Castle Peak Road (Kwu Tung), Opposite Golf Parkview",(Robin’s Nest) 青山公路／古洞路近燕崗 Castle Peak Road / Kwu Tung Road near Yin Kong,(Robin’s Nest) 何東橋 Ho Tung Bridge,"(Robin’s Nest) 青山公路，河上鄉路 Castle Peak Road, Ho Sheung Heung Road",(Robin’s Nest) 波樓路 Po Lau Road,(Robin’s Nest) 石仔嶺 Shek Tsai Leng,(Robin’s Nest) 馬草壟路 Ma Tso Lung Road,(Robin’s Nest) 羅湖騎術會 Lo Wu Saddle Club,(Robin’s Nest) 河上鄉路近羅湖懲教大樓入口 Ho Sheung Heung Road near Lo Wu Correctional Complex Entrance Gate,(Robin’s Nest) 羅湖騎術會 Lo Wu Saddle Club,(Robin’s Nest) 晉皇臺 Jin Wong Toi,"(Robin’s Nest) 河上鄉排峰路，居石侯公祠外 Ho Sheung Heung Pai Tau Road, Kui Shek Hau Ancestral Hall",(Robin’s Nest) 河上鄉鄉公所 Ho Sheung Heung Village Office,(Robin’s Nest) 松菊徑 Chung Kuk Path,(Robin’s Nest) 馬草壟路 Ma Tso Lung Road,(Robin’s Nest) 石仔嶺 Shek Tsai Leng,(Robin’s Nest) 波樓路 Po Lau Road,"(Robin’s Nest) 青山公路，河上鄉路 Castle Peak Road, Ho Sheung Heung Road",(Robin’s Nest) 何東橋 Ho Tung Bridge,(Robin’s Nest) 青山公路／古洞路近燕崗 Castle Peak Road / Kwu Tung Road near Yin Kong,"(Robin’s Nest) 青山公路古洞段，高爾夫景園外 Castle Peak Road (Kwu Tung), outside Golf Parkview","(Robin’s Nest) 寶石湖路，東慶學校外 Po Shek Wu Road, outside Tung Hing School",(Robin’s Nest) 石湖墟休憩處 Shek Wu Hui Sitting-Out Area,,,,,,,,,,,,,,,,,,,,,
28M,CMPattern_CM_GMBBus_28m_6172,8.5,9.910215153,Southern District Northwest > Western > Central > Southern District Northwest,TRUE,"上碧瑤灣24座外 Baguio Villa (Upper), outside Block 24",Southern District Northwest,"上碧瑤灣24座外 Baguio Villa (Upper), outside Block 24",Southern District Northwest,碧瑤灣上 - 香港大學站（循環綫） Baguio Villa (Upper) - HKU Station (Circular),"(Southern District Northwest) 上碧瑤灣24座外 Baguio Villa (Upper), outside Block 24",(Southern District Northwest) 碧麗苑 Provident Villas,"(Southern District Northwest) 沙宣道21號對面 Sassoon Road, Opposite House No. 21","(Southern District Northwest) 沙宣道，近香港大學利銘澤堂 Sassoon Road, near The University of Hong Kong R. C. Lee Hall","(Southern District Northwest) 薄扶林道，啟明寺 Pok Fu Lam Road, Kai Ming Temple","(Western) 薄扶林道，蒲飛路 Pok Fu Lam Road, Pokfield Road","(Central) 薄扶林道，寶翠園 Pok Fu Lam Road, Belcher Gardens","(Central) 薄扶林道，香港大學西閘 Pok Fu Lam Road, West Gate of University of Hong Kong","(Central) 薄扶林道，寶翠園對面 Pok Fu Lam Road, Opposite The Belcher","(Central) 薄扶林道，蒲飛路巴士總站 Pok Fu Lam Road, Pokfield Road Bus Terminus","(Central) 薄扶林道，薄扶林遊樂場 Pok Fu Lam Playground, Pok Fu Lam Road",(Southern District Northwest) 香港華人基督教聯會薄扶林道墳場 HKCCCU Pok Fu Lam Road Cemetery,"(Southern District Northwest) 薄扶林道，瑪麗醫院 Pok Fu Lam Road, Queen Mary Hospital",(Southern District Northwest) 瑪麗醫院 Queen Mary Hospital,(Southern District Northwest) 白文信樓 Patrick Manson Building,(Southern District Northwest) 香港大學李嘉誠醫學院 HKU Li Ka Shing Faculty of Medicine,(Southern District Northwest) 碧麗苑 Provident Villas,(Southern District Northwest) 薄扶林，碧瑤灣（下）第17座外（總站） near Baguio Villa Block 17,"(Southern District Northwest) 上碧瑤灣24座外 Baguio Villa (Upper), outside Block 24",,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,CMPattern_CM_GMBBus_13_1_7591,4.6,5.057102913,Western > Central > Western,TRUE,"加惠民道，近西環邨西苑臺 Ka Wai Man Road, near West Terrace, Sai Wan Estate",Western,"加惠民道，近西環邨西苑臺 Ka Wai Man Road, near West Terrace, Sai Wan Estate",Western,西環邨 - 西營盤（循環綫） Sai Wan Estate - Sai Ying Pun (Circular),"(Western) 加惠民道，近西環邨西苑臺 Ka Wai Man Road, near West Terrace, Sai Wan Estate",(Western) 香港學堂 Hong Kong Academy,(Western) 聖公會呂明才紀念小學 SKH Lui Ming Choi Memorial Primary School,"(Western) 加多近街，近加多近街臨時花園 Cadogan Street, near Cadogan Street Temporary Garden",(Western) 吉席街71號 No.71 Catchick Street,"(Western) 士美菲路，近美暉大廈 Smithfield, near Markfield Building","(Western) 士美菲路，近文光閣 Smithfield, near Man Kwong Court",(Western) 堅尼地城站 Kennedy Town Station,"(Western) 士美非路 12r 號 Smithfield, House No. 12r","(Western) 蒲飛路，翰林軒 University Heights, Pokfield Road",(Western) 學士臺 Academic Terrace,"(Western) 薄扶林道，蒲飛路 Pok Fu Lam Road, Pokfield Road","(Central) 薄扶林道，寶翠園 Pok Fu Lam Road, Belcher Gardens","(Central) 薄扶林道79號 Pok Fu Lam Road, House No. 79","(Western) 薄扶林道，近 63 Pokfulam Amber House Pok Fu Lam Road, near Amber House, 63 Pokfulam",(Western) 西營盤郵政局 Sai Ying Pun Post Office,"(Western) 第二街，近海昇大廈第二座 Second Street, near Hoi Sing Building",(Western) 皇后大道西414號 No. 414 Queen's Road West,(Western) 創業商場 Chong Yip Shopping Centre,"(Western) 皇后大道西，近石塘咀市政大廈 Queen's Road West, near Shek Tong Tsui Municipal Services Building",(Western) 皇后大道西520號 No. 520 Queen's Road West,(Western) 皇后大道西524號 No. 524 Queen's Road West,(Western) 西寶城 The Westwood,(Western) 卑路乍街24號 No. 24 Belcher's Street,"(Western) 卑路乍街34號 Belcher's Street, House No. 34",(Western) 卑路乍街82號 No. 82 Belcher's Street,,,,,,,,,,,,,,,,,,,,,
27M,CMPattern_CM_GMBBus_27m_7993,8.8,3.872631584,Yau Tsim Mong North > Kowloon City South > Kowloon City North,FALSE,"快富街，友誠大廈外 Fife Street, outside Yau Shing Building",Yau Tsim Mong North,"美善同道，落山道 Maidstone Road, Lok Shan Road",Kowloon City North,樂民新村美善同道 Lok Man Sun Chuen (Maidstone Road),"(Yau Tsim Mong North) 快富街，友誠大廈外 Fife Street, outside Yau Shing Building","(Kowloon City South) 亞皆老街，近基堤道 Argyle Street, near Embankment Road","(Kowloon City South) 窩打老道，近萬基大廈 E-H 座 Waterloo Road, near Man Kee Mansion Block E-H",(Kowloon City South) 九龍維景酒店 Metropark Hotel Kowloon,"(Kowloon City South) 培正道，近培正道遊樂場 Pui Ching Road, near Pui Ching Road Playground","(Kowloon City South) 佛光街，近何文田邨 Fat Kwong Street, near Ho Man Tin Estate","(Kowloon City South) 佛光街，房屋委員會總部對面 Fat Kwong Street, Opposite Civil Engineering and Development Building","(Kowloon City South) 佛光街，近冠暉苑高暉閣 Fat Kwong Street, near Ko Fai House, Kwun Fai Court","(Kowloon City North) 信用街，高山道海關已婚關員宿舍外 Shun Yung Street, outside Custom & Excise Service Married Quarters","(Kowloon City North) 高山道，高山劇場外 Ko Shan Road, outside Ko Shan Theatre",(Kowloon City North) 樂民新邨樂愛樓 Lok Oi Lau Lok Man Sun Chuen,(Kowloon City North) 樂民新邨樂基樓 Lok Kei Lau Lok Man Sun Chuen,(Kowloon City North) 樂民新邨樂善樓 Lok Seen Lau Lok Man Sun Chuen,"(Kowloon City North) 靠背壟道，近樂民新邨樂善樓 Kau Pui Lung Road, near Lok Seen Lau, Lok Man Sun Chuen","(Kowloon City North) 美善同道，落山道 Maidstone Road, Lok Shan Road",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,CMPattern_CM_GMBBus_16_1_8629,10.4,12.26280266,Tseung Kwan O North > Sai Kung and Hang Hau > Tseung Kwan O North > Sai Kung and Hang Hau,FALSE,寶琳公共運輸交滙處 Po Lam Station Public Transport Interchange,Tseung Kwan O North,"布袋澳村路，近清水灣鄉村俱樂部 Po Toi O Chuen Road, near The Clearwater Bay Golf and Country Club",Sai Kung and Hang Hau,布袋澳 Po Toi O,(Tseung Kwan O North) 寶琳公共運輸交滙處 Po Lam Station Public Transport Interchange,(Sai Kung and Hang Hau) 景林邨 King Lam Estate,"(Sai Kung and Hang Hau) 寶寧路，厚德邨對面 Po Ning Road, Opposite Hau Tak Estate","(Tseung Kwan O North) 重華路，東港城第6座對面 Chung Wa Road, Opposite Block 6, East Point City","(Tseung Kwan O North) 培成路，近保良局馮晴紀念小學 Pui Shing Road, near Po Leung Kuk Fung Ching Memorial Primary School","(Tseung Kwan O North) 寶寧路，坑口（北）公共運輸交滙處外 Po Ning Road, outside Hang Hau (North) Public Transport Interchange",(Sai Kung and Hang Hau) 水邊村 Shui Bin Tsuen,(Sai Kung and Hang Hau) 清水灣道328號 Clear Water Bay Road No. 328,(Sai Kung and Hang Hau) 銀綫灣廣場 Silverstrand Mart,(Sai Kung and Hang Hau) 碧沙路 Pik Sha Road,(Sai Kung and Hang Hau) 孟公屋 Mang Kung Uk,(Sai Kung and Hang Hau) 五塊田 Ng Fai Tin,(Sai Kung and Hang Hau) 檳榔灣 Pan Long Wan,(Sai Kung and Hang Hau) 上洋 Sheung Yeung,(Sai Kung and Hang Hau) 香港三育書院 Hong Kong Adventist College,(Sai Kung and Hang Hau) 下洋 Ha Yeung,(Sai Kung and Hang Hau) 兩塊田 Leung Fai Tin,(Sai Kung and Hang Hau) 下洋新村 Ha Yeung San Tsuen,(Sai Kung and Hang Hau) 相思灣 Sheung Sze Wan,(Sai Kung and Hang Hau) 大坳門 Tai Au Mun,(Sai Kung and Hang Hau) 大環頭路 Tai Wan Tau Road,(Sai Kung and Hang Hau) 清水灣第一灘 Clear Water Bay 1st Beach,(Sai Kung and Hang Hau) 清水灣第二灣泳灘 Clear Water Bay Second Beach,"(Sai Kung and Hang Hau) 大坳門路，近曉岸 Tai Au Mun Road, near Cala D'Or","(Sai Kung and Hang Hau) 布袋澳村路，近清水灣鄉村俱樂部 Po Toi O Chuen Road, near The Clearwater Bay Golf and Country Club","(Sai Kung and Hang Hau) 布袋澳村路，近清水灣鄉村俱樂部 Po Toi O Chuen Road, near The Clearwater Bay Golf and Country Club",,,,,,,,,,,,,,,,,,,,,
