name,routeId,Fare,distance,serviceDistricts,isCircular,start,startDistricts,end,endDistricts,detail,stopName,Column1,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,,,,,,,,,,,,,,,,,,,,,
9,CMPattern_CM_GMBBus_9_7590,8.1,3.581578162,Central,FALSE,"寶雲道，近 Bo Kwong Apartments Bowen Road, near Bo Kwong Apartments",Central,"美利道，美利道多層停車場大廈外 Murry Road, outside Murray Road Multi-Story Car Park",Central,美利道 Murray Road,"(Central) 寶雲道，近 Bo Kwong Apartments Bowen Road, near Bo Kwong Apartments",(Central) 富滙豪庭 Regence Royale,(Central) 寶雲山莊 Fairlane Tower,"(Central) 寶雲道，近寶德臺 Bowen Road, near Borrett Mansions","(Central) 波老道，近香港猶太教國際學校 Borrett Road, near Carmel School","(Central) 波老道，近港島中學 Borrett Road, near Island School",(Central) 寶德臺 Borrett Mansions,"(Central) 堅尼地道，近波老道 Kennedy Road, near Borrett Road",(Central) 堅尼地道42號 No. 42 Kennedy Road,"(Central) 堅尼地道，近聖保羅男女中學 Kennedy Road, near St. Paul's Co-Educational College","(Central) 堅尼地道，堅麗閣 Kennedy Heights, Kennedy Road",(Central) 花園道 Garden Road,"(Central) 美利道，美利道多層停車場大廈外 Murry Road, outside Murray Road Multi-Story Car Park",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,CMPattern_GMBBus58_5880,7.5,3.687345234,Southern District Northwest > Western,FALSE,"沙灣徑，麥理浩復康院 Sha Wan Drive, Maclehose Medical Rehabilitation Centre",Southern District Northwest,堅尼地城站 Kennedy Town Station,Western,堅尼地城站 Kennedy Town Station,"(Southern District Northwest) 沙灣徑，麥理浩復康院 Sha Wan Drive, Maclehose Medical Rehabilitation Centre","(Southern District Northwest) 大口環道，大口環根德公爵夫人兒童醫院 Sandy Bay Road, The Duchess of Kent Children’s Hospital",(Southern District Northwest) 東華三院賽馬會護理安老院 Twghs Jockey Club Care & Attention Home For The Elderly,"(Southern District Northwest) 域多利道，英基學校協會西港島中學外 Victoria Road, outside English School Foundation West Island School",(Western) 域多利道，近摩星嶺道 Victoria Road near Mount Davis Road,(Western) 摩星嶺徑 Mount Davis Path,(Western) 明愛賽馬會宿舍 Caritas Jockey Club Hostel,"(Western) 域多利道，近傲翔灣畔 Victoria Road, near The Sail at Victoria",(Western) 西市街 Sai See Street,(Western) 吉席街近泓都 Catchick Street near The Merton,(Western) 堅尼地城站 Kennedy Town Station,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17M,CMPattern_GMBBus17M_2347,5.9,4.699611502,Yau Tsim Mong North > Kowloon City South > Kowloon City North > Yau Tsim Mong North,TRUE,"西洋菜南街，長寧大廈外 Sai Yeung Choi Street South, outside Cheung Ling Mansion",Yau Tsim Mong North,"西洋菜南街，長寧大廈外 Sai Yeung Choi Street South, outside Cheung Ling Mansion",Yau Tsim Mong North,九龍醫院 - 太子站（循環綫） Kowloon Hospital - Prince Edward Station (Circular),"(Yau Tsim Mong North) 西洋菜南街，長寧大廈外 Sai Yeung Choi Street South, outside Cheung Ling Mansion","(Kowloon City South) 亞皆老街，新勝大樓對面 Argyle Street, Opposite Sunshine Building","(Kowloon City North) 亞皆老街，中九龍診所外 Argyle Street, outside Central Kowloon Health Centre","(Kowloon City North) 九龍醫院，九龍醫院西翼外 Kowloon Hospital, outside Kowloon Hospital West Wing",(Kowloon City North) 賽馬會九龍康復中心外 Jockey Club Kowloon Rehabilitation Centre,(Kowloon City North) 九龍醫院康復大樓外 Kowloon Hospital Rehabilitation Building,"(Kowloon City North) 太子道西，聖德肋撒法國醫院外 Prince Edward Road West, outside St. Teresa's Hospital","(Kowloon City North) 太子道西，愛華閣第二期外 Prince Edward Road West, outside Edwardian Heights Phase II","(Yau Tsim Mong North) 西洋菜南街，長寧大廈外 Sai Yeung Choi Street South, outside Cheung Ling Mansion",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,CMPattern_GMBBus27_4031,8.6,7.144540182,Sha Tin West,FALSE,"沙田中，排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station",Sha Tin West,科技大道西1號外（總站） near 1 Science Park West Avenue,Sha Tin West,香港科學園 Hong Kong Science Park,"(Sha Tin West) 沙田中，排頭街，沙田站外 Pai Tau Street, outside Sha Tin Station","(Sha Tin West) 科學園路，馬料水碼頭對面 Science Park Road, Opposite Ma Liu Shui Pier","(Sha Tin West) 科學園路香港中文大學水上活動中心對面 Science Park Road, Opposite Water Sports Centre",(Sha Tin West) 科學園路香港生物科技研究院 Research Institute of Biotechnology,(Sha Tin West) 香港科學園 Hong Kong Science Park,(Sha Tin West) 生物科技中心 Biotech Centre,(Sha Tin West) 科技大道西12號 12 Science Park West Avenue,(Sha Tin West) 科技大道西1號外（總站） near 1 Science Park West Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,CMPattern_CM_GMBBus_88_1_8648,5.7,4.562493506,Tsing Yi > Kwai Chung West > Kwai Chung East,FALSE,青衣邨小巴總站 Tsing Yi Estate Minibus Terminus,Tsing Yi,新葵芳花園 New Kwai Fong Gardens,Kwai Chung East,葵芳站 Kwai Fong Station,(Tsing Yi) 青衣邨小巴總站 Tsing Yi Estate Minibus Terminus,"(Tsing Yi) 楓樹窩路，荃灣商會小學外 Fung Shue Wo Road, outside Tsuen Wan Trade Association Primary School","(Tsing Yi) 楓樹窩路，綠悠雅苑外 Fung Shue Wo Road, outside Greenview Villa","(Tsing Yi) 青衣鄉事會路，近翠怡花園第三座 Tsing Yi Heung Sze Wui Road, near Greenfield Garden Block 3","(Tsing Yi) 青衣鄉事會路，近立信大廈 Tsing Yi Heung Sze Wui Road, near Fong's Building","(Kwai Chung West) 葵青路，近葵涌公園 Kwai Tsing Road, near Kwai Chung Park",(Kwai Chung East) 葵涌運動場 Kwai Chung Sports Ground,"(Kwai Chung East) 葵仁路，近葵芳站 Kwai Yan Road, near Kwai Fong Station",(Kwai Chung East) 新葵芳花園 New Kwai Fong Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,CMPattern_CM_GMBBus_88_1_8649,5.7,4.112788663,Tsing Yi > Kwai Chung West > Kwai Chung East,FALSE,青衣邨小巴總站 Tsing Yi Estate Minibus Terminus,Tsing Yi,新葵芳花園 New Kwai Fong Gardens,Kwai Chung East,葵芳站（經葵福路） Kwai Fong Station (via Kwai Fuk Road),(Tsing Yi) 青衣邨小巴總站 Tsing Yi Estate Minibus Terminus,"(Tsing Yi) 楓樹窩路，荃灣商會小學外 Fung Shue Wo Road, outside Tsuen Wan Trade Association Primary School","(Tsing Yi) 楓樹窩路，綠悠雅苑外 Fung Shue Wo Road, outside Greenview Villa","(Tsing Yi) 青衣鄉事會路，近翠怡花園第三座 Tsing Yi Heung Sze Wui Road, near Greenfield Garden Block 3","(Tsing Yi) 青衣鄉事會路，近立信大廈 Tsing Yi Heung Sze Wui Road, near Fong's Building","(Kwai Chung West) 葵青路，近葵涌公園 Kwai Tsing Road, near Kwai Chung Park",(Kwai Chung East) 新葵芳花園 New Kwai Fong Gardens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,CMPattern_CM_GMBBus_39_8759,7.2,6.090967652,Yuen Long Town Centre > Yuen Long Rural East,FALSE,元朗站（北）公共運輸交滙處 Yuen Long Station (North) Public Transport Interchange,Yuen Long Town Centre,"公庵路，近培康居 Kung Um Road, near Pui Hong Kui",Yuen Long Rural East,公庵路 Kung Um Road,(Yuen Long Town Centre) 元朗站（北）公共運輸交滙處 Yuen Long Station (North) Public Transport Interchange,(Yuen Long Town Centre) 銀田花園 Silver Field Garden,(Yuen Long Town Centre) 馬田村 Ma Tin Tsuen,(Yuen Long Town Centre) 僑興路，近榮麗苑1座 Kiu Hing Road,"(Yuen Long Town Centre) 僑興路，近原築 Kiu Hing Road, near La Grove","(Yuen Long Town Centre) 公庵路，近溱柏 Kung Um Road, near Park Signature",(Yuen Long Rural East) 田寮村 Tin Liu Tsuen,"(Yuen Long Rural East) 公庵路，近新美花園 Kung Um Road, near Sun Mei Garden","(Yuen Long Rural East) 公庵路，近振輝花園 Kung Um Road, near Chun Fai Garden",(Yuen Long Rural East) 大發村 Tai Fat Tsuen,(Yuen Long Rural East) 白沙村劉屋 Pak Sha Tsuen Lau Uk,(Yuen Long Rural East) 凱巒 Regent's Park,(Yuen Long Rural East) 白沙村第二段 Pak Sha Tsuen Section 2,(Yuen Long Rural East) 白沙村第三段 Pak Sha Tsuen Section 3,(Yuen Long Rural East) 公庵居民信箱 Kung Um Resident Letter Box,"(Yuen Long Rural East) 公庵路，近培康居 Kung Um Road, near Pui Hong Kui",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63A,CMPattern_CM_GMBBus_63a_8900,3.9,2.805158942,Sha Tin West > Sha Tin South > Sha Tin West,TRUE,美松苑小巴總站 Mei Chung Court Minibus Terminus,Sha Tin West,美松苑小巴總站 Mei Chung Court Minibus Terminus,Sha Tin West,美松苑 - 大圍站村南道（循環綫） Mei Chung Court - Tai Wai Station (Tsuen Nam Road) (Circular),(Sha Tin West) 美松苑小巴總站 Mei Chung Court Minibus Terminus,"(Sha Tin West) 美田路，近美城苑貴城閣 Mei Tin Road, near Kwai Shing House, May Shing Court","(Sha Tin West) 積存街，近埃索－大圍加油站 Chik Chuen Street, near Esso - Tai Wai Petrol Filling Station","(Sha Tin South) 村南道，近金昌樓 Tsuen Nam Road, near Kam Cheong Building","(Sha Tin South) 村南道，近大圍站 Tsuen Nam Road, near Tai Wai Station","(Sha Tin South) 大圍道，近金禧花園第6座 Tai Wai Road, near Grandeur Garden Block 6","(Sha Tin West) 美田路，近美田路休憩處 Mei Tin Road, near Mei Tin Road Sitting-Out Area",(Sha Tin West) 美城苑 May Shing Court,(Sha Tin West) 美松苑小巴總站 Mei Chung Court Minibus Terminus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89B,CMPattern_CM_GMBBus_89b_1_7460,5.8,2.455495101,Kwai Chung West,FALSE,"石頭街，近大窩口邨富泰樓 Shek Tau Street, near Fu Tai House, Tai Wo Hau Estate",Kwai Chung West,"葵盛圍，近葵盛游泳池香港 ISSF 氣槍射擊中心 Kwai Shing Circuit, near Hong Kong ISSF Air Gun Shooting Centre, Kwai Shing Swimming Pool",Kwai Chung West,葵盛圍下段 Kwai Shing Circuit (Lower Section),"(Kwai Chung West) 石頭街，近大窩口邨富泰樓 Shek Tau Street, near Fu Tai House, Tai Wo Hau Estate",(Kwai Chung West) 中華基督教會全完第二小學 CCC Chuen Yuen Secondary Primary School,"(Kwai Chung West) 上角街，近葵涌邨葵涌商場 Sheung Kok Street, near Kwai Chung Shopping Centre, Kwai Chung Estate",(Kwai Chung West) 葵盛東邨盛樂樓 Shing Lok House Kwai Shing East Estate,"(Kwai Chung West) 葵盛圍，近南葵涌賽馬會分科診療所 Kwai Shing Circuit, near South Kwai Chung Jockey Club Polyclinic","(Kwai Chung West) 葵盛圍，近葵盛游泳池香港 ISSF 氣槍射擊中心 Kwai Shing Circuit, near Hong Kong ISSF Air Gun Shooting Centre, Kwai Shing Swimming Pool",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89B,CMPattern_CM_GMBBus_89b_1_7461,5.8,3.909427504,Kwai Chung West,FALSE,"石頭街，近大窩口邨富泰樓 Shek Tau Street, near Fu Tai House, Tai Wo Hau Estate",Kwai Chung West,"葵盛圍，近葵盛游泳池香港 ISSF 氣槍射擊中心 Kwai Shing Circuit, near Hong Kong ISSF Air Gun Shooting Centre, Kwai Shing Swimming Pool",Kwai Chung West,葵盛圍下段（經禾塘咀街） Kwai Shing Circuit (Lower Section) (via Wo Tong Tsui Street),"(Kwai Chung West) 石頭街，近大窩口邨富泰樓 Shek Tau Street, near Fu Tai House, Tai Wo Hau Estate",(Kwai Chung West) 中華基督教會全完第二小學 CCC Chuen Yuen Secondary Primary School,"(Kwai Chung West) 上角街，近葵涌邨葵涌商場 Sheung Kok Street, near Kwai Chung Shopping Centre, Kwai Chung Estate","(Kwai Chung West) 禾塘咀街，近葵涌街坊福利會 Wo Tong Tsui Street, near Kai Fong Association","(Kwai Chung West) 禾塘咀街，近飛亞工業中心 Wo Tong Tsui Street, near Favour Industrial Centre","(Kwai Chung West) 禾塘咀街，近美葵大廈 Wo Tong Tsui Street, near Mai Kwai Mansion",(Kwai Chung West) 葵俊苑 Kwai Chun Court,"(Kwai Chung West) 葵興路，近葵興邨中華傳道會許大同小學 Kwai Hing Road, near CNEC Ta Tung School, Kwai Hing Estate","(Kwai Chung West) 興芳路，近葵興政府合署 Hing Fong Road, near Kwai Hing Government Offices",(Kwai Chung West) 葵興站 Kwai Hing Station,"(Kwai Chung West) 大窩口道，近葵康苑葵明閣 Tai Wo Hau Road, near Kwai Ming House, Kwai Hong Court",(Kwai Chung West) 葵盛東邨盛樂樓 Shing Lok House Kwai Shing East Estate,"(Kwai Chung West) 葵盛圍，近南葵涌賽馬會分科診療所 Kwai Shing Circuit, near South Kwai Chung Jockey Club Polyclinic","(Kwai Chung West) 葵盛圍，近葵盛游泳池香港 ISSF 氣槍射擊中心 Kwai Shing Circuit, near Hong Kong ISSF Air Gun Shooting Centre, Kwai Shing Swimming Pool",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23S,CMPattern_CM_GMBBus_23s_1_8730,6.2,3.917672354,Tai Po South,FALSE,打鐵屻通路 Ta Tit Yan,Tai Po South,"運頭街，運頭坊 Wan Tau Street, Wan Tau Square",Tai Po South,大埔墟 Tai Po Market,(Tai Po South) 打鐵屻通路 Ta Tit Yan,(Tai Po South) 新屋家 San Uk Ka,(Tai Po South) 張屋地 Cheung Uk Tei,"(Tai Po South) 碗窰路，碗窰 Wun Yiu Road, Wun Yiu",(Tai Po South) 碗窰通路 Access Road To Wun Yiu,"(Tai Po South) 碗窰路，沙埔仔 Wun Yiu Road, Sha Po Tsai","(Tai Po South) 達運道，荔枝山 Tat Wan Road, Lai Chi Shan",(Tai Po South) 大埔墟站專綫小巴總站 Tai Po Market Station Minibus Terminus,(Tai Po South) 王肇枝中學 Wong Shiu Chi Secondary School,"(Tai Po South) 運頭街，運頭坊 Wan Tau Street, Wan Tau Square",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28S,CMPattern_CM_GMBBus_28s_1_7645,11.5,10.6284439,Southern District Northwest > Western > Central > Western > Central > Wan Chai,FALSE,"上碧瑤灣24座外 Baguio Villa (Upper), outside Block 24",Southern District Northwest,"新會道，近京城大廈 Sun Wui Road, near Capital Building",Wan Chai,銅鑼灣新會道 Causeway Bay (Sun Wui Road),"(Southern District Northwest) 上碧瑤灣24座外 Baguio Villa (Upper), outside Block 24","(Southern District Northwest) 域多利道，近沙宣道 Victoria Road, near Sassoon Road",(Southern District Northwest) 碧麗苑 Provident Villas,"(Southern District Northwest) 沙宣道21號對面 Sassoon Road, Opposite House No. 21","(Southern District Northwest) 沙宣道，近香港大學利銘澤堂 Sassoon Road, near The University of Hong Kong R. C. Lee Hall","(Southern District Northwest) 薄扶林道，啟明寺 Pok Fu Lam Road, Kai Ming Temple","(Western) 薄扶林道，蒲飛路 Pok Fu Lam Road, Pokfield Road","(Central) 薄扶林道，寶翠園 Pok Fu Lam Road, Belcher Gardens",(Central) 薄扶林道山道天橋以西巴士停車處西端 Pok Fu Lam Road Western End of Bus Bay West of Hill Road Flyover,(Western) 英皇書院 King's College,(Western) 寧養台 Ning Yeung Terrace,"(Western) 般咸道，近西營盤站 C 出口 Bonham Road, near Sai Ying Pun Station Exit C","(Central) 般咸道，高街 Bonham Road, High Street","(Central) 般咸道，醫院道 Bonham Road, Hospital Road","(Central) 堅道，樓梯街 Caine Road, Ladder Street","(Central) 堅道，城皇街 Caine Road, Shing Wong Street",(Central) 鴨巴甸街 Aberdeen Street,"(Central) 堅道，卑利街 Caine Road, Peel Street",(Central) 奧卑利街 Old Bailey Street,(Central) 堅道19號 No. 19 Caine Road,(Central) 堅尼地道1號 No. 1 Kennedy Road,(Central) 堅尼地道 32a 號對面 Opposite To No. 32a Kennedy Road,(Central) 堅尼地道42號對面 Opposite To No. 42 Kennedy Road,"(Central) 堅尼地道，近羅拔時樓，母親的抉擇對面 Kennedy Road, Opposite Roberts Block, Mother's Choice",(Central) 堅尼地道 9a 號 No. 9a Kennedy Road,(Central) 堅尼地道，燈柱22424 Kennedy Road Lamp Post No. 22424,,,,,,,,,,,,,,,,,,,,,
25A,CMPattern_CM_GMBBus_25a_1_8739,6.7,3.543009595,Tai Po South,FALSE,太和廣場 Tai Wo Plaza,Tai Po South,泰亨鄉公所 Tai Hang Village Office,Tai Po South,泰亨 Tai Hang,(Tai Po South) 太和廣場 Tai Wo Plaza,(Tai Po South) 水圍 Shui Wai,(Tai Po South) 帝欣苑 Parc Versailles,"(Tai Po South) 大窩西支路，圍頭 Tai Wo Service Road West, Wai Tau",(Tai Po South) 泰亨灰沙圍112號 112 Tai Hang Fui Sha Wai,(Tai Po South) 泰亨灰沙圍14號 14 Tai Hang Fui Sha Wai,(Tai Po South) 泰亨鄉公所 Tai Hang Village Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,CMPattern_CM_GMBBus_98_5959,5.5,6.077483731,Tsuen Wan Southeast > Kwai Chung West > Tsuen Wan Southeast,TRUE,"河背街，天佑學校外 Ho Pui Street, outside Mary of Providence School",Tsuen Wan Southeast,"河背街，天佑學校外 Ho Pui Street, outside Mary of Providence School",Tsuen Wan Southeast,荃灣河背街 - 高盛臺（循環綫） Tsuen Wan (Ho Pui Street) - High Prosperity Terrace (Circular),"(Tsuen Wan Southeast) 河背街，天佑學校外 Ho Pui Street, outside Mary of Providence School",(Tsuen Wan Southeast) 楊屋道85號 No. 85 Yeung Uk Road,"(Kwai Chung West) 葵福路，晉昇工廠大廈對面 Kwai Fuk Road, Opposite Chun Shing Factory Estate","(Kwai Chung West) 盛福街，近中華傳道會李賢堯紀念中學 Shing Fuk Street, near CNEC Lee I Yao Memorial Secondary School",(Kwai Chung West) 葵盛邨六座 Block 6 Kwai Shing Estate,(Kwai Chung West) 李一諤紀念學校 Lee Yat Ngok Memorial School,(Kwai Chung West) 高盛臺 High Prosperity Terrace,"(Kwai Chung West) 葵盛圍，香港警務處葵盛車輛扣留所外 Kwai Shing Circuit, outside H.K.P.F. Kwai Shing Vehicle Pounds","(Kwai Chung West) 葵盛圍，近循道衞理聯合教會李惠利中學李惠利中學 Kwai Shing Circuit, near The Methodist Lee Wai Lee College","(Kwai Chung West) 葵聯路，葵盛東邨盛富樓外 Kwai Luen Road, outside Shing Fu House, Kwai Shing Estate East",(Kwai Chung West) 葵盛東巴士總站 Kwai Shing (East) Bus Terminus,(Kwai Chung West) 葵聯邨第一期 Kwai Luen Estate Phase 1,"(Kwai Chung West) 葵聯路，葵盛西邨巴士總站 Kwai Luen Road, Kwai Shing Estate West Bus Terminus","(Kwai Chung West) 葵福路，晉昇工廠大廈外 Kwai Fuk Road, outside Chun Shing Factory Estate","(Tsuen Wan Southeast) 沙咀道，大窩口工廠大廈外 Sha Tsui Road, outside Tai Wo Hau Factory Estate","(Tsuen Wan Southeast) 沙咀道，近尚翠苑翠湖閣 Sha Tsui Road, near Chui Wu House, Sheung Chui Court","(Tsuen Wan Southeast) 沙咀道，寶石大廈外 Sha Tsui Road, outside Bo Shek Mansion","(Tsuen Wan Southeast) 河背街，天佑學校外 Ho Pui Street, outside Mary of Providence School",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23S,CMPattern_CM_GMBBus_23s_1_8729,6.2,3.007987067,Tai Po South,FALSE,"運頭街，運頭坊 Wan Tau Street, Wan Tau Square",Tai Po South,打鐵屻通路 Ta Tit Yan,Tai Po South,打鐵屻通路 Ta Tit Yan,"(Tai Po South) 運頭街，運頭坊 Wan Tau Street, Wan Tau Square","(Tai Po South) 運頭街，香島專科學校 Wan Tau Street, Heung To College of Professional Studies","(Tai Po South) 達運道，荔枝山 Tat Wan Road, Lai Chi Shan","(Tai Po South) 碗窰路，沙埔仔 Wun Yiu Road, Sha Po Tsai",(Tai Po South) 碗窰通路 Access Road To Wun Yiu,"(Tai Po South) 碗窰路，碗窰 Wun Yiu Road, Wun Yiu",(Tai Po South) 張屋地 Cheung Uk Tei,"(Tai Po South) 碗窰路，新屋家 Wun Yiu Road, San Uk Ka",(Tai Po South) 打鐵屻通路 Ta Tit Yan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25A,CMPattern_CM_GMBBus_25a_6246,6.9,4.816930761,Kowloon City North > Wong Tai Sin West,FALSE,九龍塘沙福道公共交通交滙處 Kowloon Tong Suffolk Road Public Transport Interchange,Kowloon City North,"東隆道，近東頭（二）邨街市及熟食檔 Tung Lung Road, near Tung Tau (II) Estate Market & Cooked Food Stalls",Wong Tai Sin West,東頭邨東隆道 Tung Tau Estate (Tung Lung Road),(Kowloon City North) 九龍塘沙福道公共交通交滙處 Kowloon Tong Suffolk Road Public Transport Interchange,"(Kowloon City North) 律倫街，近 Croftlands Rutland Quadrant, near Croftlands","(Kowloon City North) 九龍仔業主會，對衡道 Kowloon Tsai House Owners Association, Durham Road","(Kowloon City North) 禧福道，近新德園66座 Hereford Road, near Sunderland Estate House 66","(Kowloon City North) 禧福道，近浸會大學道校園傳理視藝大樓 Hereford Road, near Communication and Visual Arts Building, Baptist University Road Campus","(Kowloon City North) 浸會大學道，近香港浸會大學學生舍堂校友樓 Baptist University Road, near Alumni Building, Hong Kong Baptist University Student Residence Halls","(Kowloon City North) 浸會大學道，近浸會大學道校園香港浸會大學教學及行政大樓 Baptist University Road, near Hong Kong Baptist University Academic and Administration Building, Baptist University Road Campus","(Kowloon City North) 聯福道，近香港高等教育科技學院 Renfrew Road, near Technological and Higher Education Institute of Hong Kong",(Kowloon City North) 對衡道 Durham Road,"(Kowloon City North) 東寶庭道，喇沙利道 Dumbarton Road, La Salle Road",(Kowloon City North) 蘭開夏道 Lancashire Road,(Kowloon City North) 喇沙書院 La Salle College,"(Kowloon City North) 喇沙利道，近碧華花園第六座 La Salle Road, near Laford Court","(Kowloon City North) 碧華花園外，界限街 Boundary Street, outside Beverly Villas",(Kowloon City North) 書院道 College Road,(Kowloon City North) 延文禮士道 Inverness Road,(Kowloon City North) 獅子石道 Lion Rock Road,(Kowloon City North) 南角道 Nam Kok Road,"(Kowloon City North) 衙前圍道，近創基樓 Nga Tsin Wai Road, near Chong Kee House",(Kowloon City North) 打鼓嶺道 Tak Ku Ling Road,"(Wong Tai Sin West) 樂善道，近東頭（一）邨 Lok Sin Road, near Tung Tau (I) Estate","(Wong Tai Sin West) 東隆道，近東頭（二）邨街市及熟食檔 Tung Lung Road, near Tung Tau (II) Estate Market & Cooked Food Stalls",,,,,(元朗區) 同樂街/開心廣場,(元朗區) 谷亭街,(元朗區) 元朗站,(元朗區) 朗樂路,(元朗區) 康景街 - 近利景樓,,,,,,,,,,,,,,,,
63,CMPattern_CM_GMBBus_63_7773,5.4,9.059686296,Kwun Tong Southeast > Kwun Tong Central > Kwun Tong Southeast,TRUE,廣田邨小巴總站 Kwong Tin Estate Minibus Terminus,Kwun Tong Southeast,廣田邨小巴總站 Kwong Tin Estate Minibus Terminus,Kwun Tong Southeast,藍田廣田邨 - 觀塘裕民坊（循環綫） Lam Tin (Kwong Tin Estate) - Kwun Tong (Yue Man Square) (Circular),(Kwun Tong Southeast) 廣田邨小巴總站 Kwong Tin Estate Minibus Terminus,"(Kwun Tong Southeast) 碧雲道，廣田商場對面 Pik Wan Road, Opposite Kwong Tin Commercial Centre","(Kwun Tong Southeast) 碧雲道，康柏苑祥柏閣外 Pik Wan Road, outside Cheung Pak House, Hong Pak Court","(Kwun Tong Southeast) 碧雲道，廣田邨廣靖樓對面 Pik Wan Road, Opposite Kwong Ching House, Kwong Tin Estate","(Kwun Tong Southeast) 碧雲道，近德田邨德欣樓 Pik Wan Road, near Tak Yan House, Tak Tin Estate","(Kwun Tong Southeast) 碧雲道，近德田邨德田停車場 Pik Wan Road, near Tak Tin Car Park, Tak Tin Estate","(Kwun Tong Southeast) 碧雲道，德田邨德敬樓外 Pik Wan Road, outside Tak King House, Tak Tin Estate",(Kwun Tong Southeast) 連德道彩田樓外 Lin Tak Road outside Choi Tin House,(Kwun Tong Central) 裕民坊公共運輸交滙處 Yue Man Square Public Transport Interchange,"(Kwun Tong Southeast) 連德道，近康華苑怡康閣 Lin Tak Road, near Yee Hong House, Hong Wah Court","(Kwun Tong Southeast) 連德道彩田樓對面 Lin Tak Road, Opposite Choi Tin House",(Kwun Tong Southeast) 興田 Hing Tin,(Kwun Tong Southeast) 藍田公園 Lam Tin Park,(Kwun Tong Southeast) 德田邨德樂樓 Tak Lok House Tak Tin Estate,(Kwun Tong Southeast) 德田邨德康樓 Tak Hong House Tak Tin Estate,(Kwun Tong Southeast) 德田邨德隆樓 Tak Lung House Tak Tin Estate,"(Kwun Tong Southeast) 碧雲道，近廣田邨廣靖樓 Pik Wan Road, near Kwong Ching House, Kwong Tin Estate","(Kwun Tong Southeast) 碧雲道，廣田商場外 Pik Wan Road, outside Kwong Tin Commercial Centre",(Kwun Tong Southeast) 廣田邨小巴總站 Kwong Tin Estate Minibus Terminus,,,,,,,,,,,,,,,,,,,,,,,,,,,,
